task,directive,feedback_loop,learning,none,not_classified,task_iteration,validation
"integrate software or hardware components, using computer, microprocessor, or control architecture.",,,,,1.0,,
"interact with clients to assist them in gaining insight, defining goals, and planning action to achieve effective personal, social, educational, and vocational development and adjustment.",0.15460729746444032,0.08101422387136673,0.32962275819418674,0.313543599257885,,0.07915893630179345,0.042053184910327765
"interpret and analyze policies, public issues, legislation, or the operations of governments, businesses, and organizations.",0.631578947368421,,0.24812030075187969,,0.12030075187969924,,
"interpret and explain human resources policies, procedures, laws, standards, or regulations.",0.4,,0.38333333333333336,,0.21666666666666667,,
"interpret and explain information such as eligibility requirements, application details, payment methods, and applicants' legal rights.",0.7333333333333333,,,,0.26666666666666666,,
"interpret and explain plans and contract terms to representatives of the owner or developer, including administrative staff, workers, or clients.",0.8545454545454545,,,,0.14545454545454542,,
"interpret and explain policies, rules, regulations, or laws to organizations, government or corporate officials, or individuals.",0.759493670886076,,,,0.24050632911392406,,
"interpret data on logistics elements, such as availability, maintainability, reliability, supply chain management, strategic sourcing or distribution, supplier management, or transportation.",0.9457831325301204,,,,0.05421686746987952,,
"interpret data on price, yield, stability, future investment-risk trends, economic influences, and other factors affecting investment programs.",0.8538011695906432,,,,0.14619883040935672,,
interpret diagnostic or laboratory tests such as electrocardiograms (ekgs) and renal functioning tests.,0.7272727272727273,,,,0.2727272727272727,,
interpret diagnostic test results for deviations from normal.,0.7530864197530864,,,,0.24691358024691362,,
interpret diagnostic test results to make appropriate differential diagnoses.,,,,,1.0,,
"interpret engineering drawings, sketches, or diagrams.",0.9928057553956836,,,,0.007194244604316547,,
"interpret engineering sketches, specifications, or drawings.",0.9555555555555556,,,,0.044444444444444446,,
interpret exercise program participant data to evaluate progress or identify needed program changes.,0.7142857142857143,,,,0.2857142857142857,,
interpret government regulations and applicable codes to ensure compliance.,0.7756653992395437,,,0.11406844106463881,0.11026615969581749,,
interpret imaging data and confer with other medical specialists to formulate diagnoses.,0.6567164179104478,,0.31343283582089554,,0.02985074626865672,,
interpret laboratory results and communicate findings to patients or physicians.,0.782608695652174,,,,0.21739130434782608,,
"interpret laws, rulings and regulations for individuals and businesses.",0.3125,,0.640625,,0.046875,,
interpret regulatory rules or rule changes and ensure that they are communicated through corporate policies and procedures.,0.8159203980099502,,,,0.09452736318407959,,0.08955223880597014
interpret results of financial analysis procedures.,0.45689655172413796,,,,0.06034482758620689,,0.48275862068965525
interpret the results of standardized tests to determine students' strengths and areas of need.,,,,,1.0,,
"interpret transportation or tariff regulations, shipping orders, safety regulations, or company policies and procedures for workers.",,,,,1.0,,
interview applicants and request specified information for loan applications.,0.8759689922480621,,,,0.124031007751938,,
interview clients and take their calls to provide customer service and obtain information on claims.,0.673076923076923,,,,0.3269230769230769,,
interview clients to determine what kinds of properties they are seeking.,0.5670103092783505,,,0.3118556701030928,0.06958762886597938,,0.05154639175257732
"interview clients to obtain information about employment history, educational background, and career goals, and to identify barriers to employment.",0.48333333333333334,,,0.43333333333333335,0.08333333333333331,,
"interview clients, review records, conduct assessments, or confer with other professionals to evaluate the mental or physical condition of clients or patients.",,,,,1.0,,
interview credit applicants by telephone or in person to obtain personal and financial data needed to complete credit report.,,,,,1.0,,
"interview individuals, and research public databases in order to obtain information.",0.9316770186335404,,,,0.06832298136645963,,
"interview job applicants to obtain information on work history, training, education, or job skills.",0.5244922341696535,0.03225806451612903,0.02031063321385902,0.4026284348864994,0.02031063321385902,,
interview loan applicants to obtain personal and financial data and to assist in completing applications.,0.5769230769230769,,,0.2692307692307692,0.15384615384615383,,
"interview or correspond with claimants, witnesses, police, physicians, or other relevant parties to determine claim settlement, denial, or review.",,,,,1.0,,
interview patients or their representatives to identify problems relating to care.,,,,,1.0,,
"interview patients to complete documents, case histories, or forms, such as intake or insurance forms.",0.9411764705882352,,,,0.0588235294117647,,
interview people and keep track of their responses.,0.632183908045977,,,0.26436781609195403,0.10344827586206896,,
"interview prospective clients to obtain data about their financial resources and needs, the physical condition of the person or property to be insured, and to discuss any existing coverage.",0.7865168539325843,,0.05992509363295881,0.1329588014981273,0.020599250936329586,,
introduce performances and performers to stimulate excitement and coordinate smooth transition of acts during events.,,,,,1.0,,
"invent names for products and write the slogans that appear on packaging, brochures and other promotional material.",0.8484848484848484,,,,0.15151515151515152,,
investigate and direct patient inquiries or complaints to appropriate medical staff members and follow up to ensure satisfactory resolution.,0.7647058823529411,,,,0.2352941176470588,,
"investigate and resolve complaints regarding food quality, service, or accommodations.",0.7525773195876289,,,,0.24742268041237114,,
investigate available investment opportunities to determine compatibility with client financial plans.,0.8571428571428571,,,,0.14285714285714285,,
"investigate characteristics such as cost, performance, or process capability of potential microelectromechanical systems (mems) device designs, using simulation or modeling software.",,,,,1.0,,
investigate child abuse or neglect cases and take authorized protective action when necessary.,,,,,1.0,,
investigate clients' financial and credit status to determine eligibility for financing.,0.6521739130434783,,,,0.34782608695652173,,
investigate customer or public complaints to determine the nature and extent of problems.,0.8,,,0.08085106382978724,0.03829787234042553,,0.08085106382978724
investigate customer problems referred by technical support.,0.6349206349206349,,,,0.36507936507936506,,
investigate illegal or suspicious activities.,,,,,1.0,,
"investigate known or suspected internal theft, external theft, or vendor fraud.",0.6521739130434783,,,,0.34782608695652173,,
investigate or test specific construction project materials to determine compliance to specifications or standards.,0.819672131147541,,,,0.18032786885245902,,
investigate product complaints and prepare documentation and submissions to appropriate regulatory agencies as necessary.,0.826086956521739,,,,0.17391304347826086,,
"investigate products or markets to determine areas for opportunity or viability for merchandising specific products, using online or offline sources.",0.9215686274509803,,,,0.07843137254901959,,
"investigate the nature, composition, or expression of genes or research how genetic engineering can impact these processes.",0.5125,,0.25,,0.2375,,
"investigate theoretical or conceptual issues, such as the human design considerations of lunar landers or habitats.",0.7083333333333335,,,,0.2916666666666667,,
"investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",0.4282655246252677,0.06638115631691649,0.059957173447537475,0.3468950749464668,0.002141327623126338,,0.09635974304068523
"investigate, evaluate, and settle claims, applying technical knowledge and human relations skills to effect fair and prompt disposal of cases and to contribute to a reduced loss ratio.",,,,,1.0,,
"keep abreast of regulatory processes and payer systems such as medicare, medicaid, managed care, and private sources.",0.8947368421052632,,,,0.10526315789473684,,
keep informed of industry trends and deals.,0.9577039274924473,,,,0.02416918429003021,0.01812688821752266,
keep informed of new products and developments.,0.96875,,,,0.03125,,
"keep informed on industry news and trends, products, services, competitors, relevant information about legacy, existing, and emerging technologies, and the latest product-line developments.",,,,,1.0,,
keep records of calls placed and charges incurred.,0.7241379310344827,,,,0.2758620689655172,,
"keep records of customer interactions or transactions, recording details of inquiries, complaints, or comments, as well as actions taken.",0.7078679573095061,0.08165797964755522,0.010176222387689251,0.15835194837428643,,0.012161826756018863,0.02978406552494416
keep records of goods dispatched or received.,,,,,1.0,,
keep records of invoices and support documents.,0.7890625,0.1640625,,,0.046875,,
"keep records of room availability and guests' accounts, manually or using computers.",0.8918918918918919,,,,0.1081081081081081,,
key and program specified commands and engineering specifications into computer system to change functions and test final layout.,0.6232876712328769,,,0.23972602739726023,0.136986301369863,,
key in processing instructions to program electronic equipment.,0.5424354243542435,0.18450184501845018,,0.23616236162361623,0.03690036900369003,,
label and record contents of exposed film and note details on report forms.,1.0,,,,,,
lead tours and answer visitors' questions about the exhibits.,,,,,1.0,,
learn about characters in scripts and their relationships to each other to develop role interpretations.,0.5428571428571428,,,,0.2,0.2571428571428571,
learn about competitors' products or consumers' interests or concerns to answer questions or provide more complete information.,0.7878787878787878,,,,0.2121212121212121,,
listen and provide emotional support and encouragement to psychiatric patients.,,,,0.7142857142857143,0.2857142857142857,,
"listen to and resolve customer complaints regarding services, products, or personnel.",0.4573991031390135,0.2825112107623318,,0.19282511210762332,0.06726457399103139,,
listen to and resolve customers' complaints regarding products or services.,0.44252873563218403,0.2557471264367816,0.05172413793103448,0.1925287356321839,0.05747126436781609,,
locate and attach appropriate files to incoming correspondence requiring replies.,0.9473684210526316,,,,0.05263157894736842,,
"locate and distribute resources, such as periodicals or curricula, to enhance the effectiveness of educational programs.",0.6,,,,0.4,,
"locate and notify customers of delinquent accounts by mail, telephone, or personal visits to solicit payment.",0.7304347826086957,,,0.20869565217391306,0.06086956521739131,,
locate and obtain existing geographic information databases.,0.8181818181818182,,,,0.18181818181818182,,
"locate and review research articles or environmental, historical, or technical reports.",0.8587699316628702,,0.04783599088838269,,0.05694760820045558,,0.03644646924829157
"locate files relating to specified design project in database library, load program into computer, and record completed job data.",0.5692307692307692,,,,0.4307692307692308,,
"locate library materials for patrons, including books, periodicals, tape cassettes, braille volumes, and pictures.",0.7692307692307694,,0.16153846153846152,,0.06923076923076923,,
"locate suppliers, using sources such as catalogs and the internet, and interview them to gather information about products to be ordered.",0.8928571428571429,,,,0.10714285714285714,,
locate unusual or unique information in response to specific requests.,0.9,,,,0.1,,
"locate vendors of materials, equipment or supplies, and interview them to determine product availability and terms of sales.",0.9224806201550387,,,,0.07751937984496124,,
maintain a current file of examination protocols.,0.78125,,,,0.21875,,
"maintain access to, and security of, highly sensitive materials.",,,,,1.0,,
"maintain and administer computer networks and related computing environments including computer hardware, systems software, applications software, and all configurations.",0.44827586206896564,,,0.2758620689655172,0.2758620689655172,,
"maintain and review account records, updating and recategorizing them according to status changes.",0.8627450980392157,,,,0.13725490196078433,,
"maintain and update human resources documents, such as organizational charts, employee handbooks or directories, or performance evaluation forms.",0.6956521739130435,,,,0.30434782608695654,,
maintain client databases.,0.9,,,,0.1,,
"maintain contact with kitchen staff, management, serving staff, and customers to ensure that dining details are handled properly and customers' concerns are addressed.",0.8484848484848484,,,,0.15151515151515152,,
"maintain current knowledge of organizational policies and procedures, federal and state policies and directives, and current accounting standards.",0.5609756097560976,,,,0.4390243902439025,,
"maintain current knowledge of relevant regulations, including proposed and final rules.",0.9259259259259259,,,,0.07407407407407407,,
"maintain customer records and follow up periodically with telephone, mail, or personal reminders of services due.",,,,,1.0,,
"maintain customer records, using automated systems.",0.8903654485049833,,,0.0664451827242525,0.04318936877076411,,
maintain databases of experiment characteristics or results.,0.76,,,,0.24,,
maintain databases of logistics information.,0.7362637362637363,,,,0.26373626373626374,,
"maintain documentation of compliance activities, such as complaints received or investigation outcomes.",,,,,1.0,,
maintain familiarity with aspects of local real estate markets.,0.9743589743589745,,,,0.02564102564102564,,
"maintain food and equipment inventories, and keep inventory records.",,,,,1.0,,
maintain input or data quality of risk management systems.,0.7678571428571429,,,,0.23214285714285715,,
"maintain knowledge of current sales and promotions, policies regarding payment and exchanges, and security practices.",1.0,,,,,,
"maintain knowledge of real estate law, local economies, fair housing laws, types of available mortgages, financing options, and government programs.",0.7647058823529411,,,,0.2352941176470588,,
"maintain knowledge of tax code changes, and of accounting procedures and theory to properly evaluate financial information.",0.8695652173913043,,,,0.13043478260869565,,
"maintain knowledge of, comply with, and enforce all institutional policies, rules, procedures, and regulations.",0.8493150684931507,,,,0.1506849315068493,,
"maintain library of model documents, templates, or other reusable knowledge assets.",0.7422680412371134,,,,0.25773195876288657,,
maintain logistics records in accordance with corporate policies.,0.9534883720930232,,,,0.046511627906976744,,
maintain logs of network activity.,0.6774193548387096,,,,0.3225806451612903,,
"maintain networks by performing activities such as file addition, deletion, or backup.",0.6024844720496895,0.08695652173913043,,0.21739130434782608,0.09316770186335405,,
maintain or modify all financial analytic models in use.,0.7391304347826086,,,,0.2608695652173913,,
maintain or modify existing geographic information systems (gis) databases.,0.4047619047619048,,,,0.5952380952380952,,
"maintain or repair plumbing by replacing defective washers, replacing or mending broken pipes, or opening clogged drains.",,,,,1.0,,
"maintain or update business intelligence tools, databases, dashboards, systems, or methods.",0.7906976744186046,,,,0.20930232558139536,,
"maintain or update records of client account activity, including financial transactions, counseling session notes, correspondence, document images, or client inquiries.",0.8390804597701149,,,,0.16091954022988506,,
"maintain portfolios of artistic work to demonstrate styles, interests, and abilities.",0.6551724137931035,,,,0.3448275862068966,,
"maintain records and compile statistical reports concerning personnel-related data such as hires, transfers, performance appraisals, and absenteeism rates.",0.85,,,,0.15,,
"maintain records of business transactions and product inventories, reporting data to companies or government agencies as necessary.",1.0,,,,,,
"maintain records of daily data communication transactions, problems and remedial actions taken, or installation activities.",,,,,1.0,,
"maintain records of sales, rental or usage activity, special permits issued, maintenance and operating costs, or property availability.",0.9417721518987342,,,,0.05822784810126582,,
"maintain records of students' assessment results, progress, feedback, or school performance, ensuring confidentiality of all records.",0.9166666666666665,,,,0.08333333333333331,,
maintain sales forecasting reports.,,,,,1.0,,
"maintain understanding of current web technologies or programming practices through continuing education, reading, or participation in professional conferences, workshops, or groups.",0.16877637130801687,,0.14978902953586498,0.6645569620253164,0.016877637130801686,,
"maintain updated client records with plans, notes, appropriate forms, or related information.",0.5862068965517241,,,,0.41379310344827586,,
"make and confirm reservations for transportation and accommodations, using telephones, faxes, mail, and computers.",0.8466666666666667,0.06,,0.05,0.04333333333333334,,
make and confirm reservations.,0.8831168831168832,,,,0.11688311688311687,,
"make appointments, keep records, or perform other clerical duties in doctors' offices or clinics.",,,,,1.0,,
make bids or offers to buy or sell securities.,0.7551020408163265,,,,0.24489795918367346,,
make many quick changes backstage during fashion shows and yet maintain poised appearance before audiences.,,,,,1.0,,
make promotional appearances at public or private events to represent their employers.,0.6964285714285714,,,,0.3035714285714285,,
"make reservations for patrons, such as for dinner, spa treatments, or golf tee times, and obtain tickets to special events.",0.826086956521739,,,,0.17391304347826086,,
make travel arrangements for executives.,0.675,,,,0.125,0.2,
make travel arrangements for sightseeing or other tours.,0.7586206896551724,,,,0.24137931034482762,,
"manage client portfolios, keeping client plans up-to-date.",0.8760683760683761,,,,0.12393162393162394,,
manage investment funds to maximize return on client investments.,0.7321428571428571,,,,0.26785714285714285,,
manage leasing of facility space.,0.9032258064516128,,,,0.0967741935483871,,
"manage or operate real estate offices, handling associated business details.",0.875,,,,0.125,,
"manage project execution to ensure adherence to budget, schedule, and scope.",1.0,,,,,,
"manage security programs designed to protect personnel, facilities, and information.",0.6708860759493672,,,0.20253164556962028,0.12658227848101267,,
manage timely flow of business intelligence information to users.,0.8,,,,0.2,,
manage user access to systems and equipment through account management and password administration.,0.6845047923322682,0.014376996805111819,0.015175718849840253,0.2276357827476038,0.007987220447284345,,0.050319488817891375
manage warranty repair or replacement services.,0.782608695652174,,,,0.21739130434782608,,
"manipulate and enhance scanned or digital images to create desired effects, using computers and specialized software.",0.6815847395451212,,,,0.019075568598679385,0.29933969185619963,
"manipulate plot, score, sound, and graphics to make the parts into a continuous whole, working closely with people in audio, visual, music, optical, or special effects departments.",0.8333333333333335,,,,0.16666666666666663,,
"map data between source systems, data warehouses, and data marts.",0.7380191693290734,,,0.06070287539936101,0.08626198083067091,,0.11501597444089455
"mark copy to indicate and correct errors in type, arrangement, grammar, punctuation, or spelling, using standard printers' marks.",0.5,,,,0.03571428571428571,0.20714285714285716,0.2571428571428571
"mark up, paste, and complete layouts and write typography instructions to prepare materials for typesetting or printing.",0.7878787878787878,,,,0.2121212121212121,,
"market bank products to individuals and firms, promoting bank services that may meet customers' needs.",0.7708333333333335,,,,0.22916666666666663,,
market or promote the casino to bring in business.,0.8333333333333335,,,,0.16666666666666663,,
"market vacant space to prospective tenants through leasing agents, advertising, or other methods.",0.8823529411764706,,,,0.1176470588235294,,
measure and analyze system performance and operating parameters to assess operating condition of systems or equipment.,0.6039119804400978,0.07334963325183375,0.05134474327628362,0.19070904645476772,0.009779951100244499,,0.07090464547677261
measure and analyze web site usage data to maximize search engine returns or refine customer interfaces.,0.9024390243902439,,,,0.0975609756097561,,
measure and record data associated with operating equipment.,,,,,1.0,,
"measure completed workpieces to verify conformance to specifications, using micrometers, gauges, calipers, templates, or rulers.",0.660377358490566,,,,0.018867924528301886,,0.32075471698113206
"measure dimensions of finished workpieces to ensure conformance to specifications, using precision measuring instruments, templates, and fixtures.",0.6136363636363636,,,,0.045454545454545456,,0.3409090909090909
"measure dimensions of products to verify conformance to specifications, using measuring instruments such as rulers, calipers, gauges, or micrometers.",0.7111111111111111,,,,0.06666666666666667,,0.2222222222222222
"measure or weigh materials, using rulers, calculators, and scales.",0.9583333333333335,,,,0.04166666666666666,,
"measure parts to determine tolerances, using precision measuring instruments such as micrometers, calipers, and verniers.",0.7272727272727273,,,,0.2727272727272727,,
"measure parts to verify specified dimensions or settings, such as camera shutter speed or light meter reading accuracy, using measuring instruments.",0.7619047619047619,,,,0.23809523809523805,,
measure surfaces or review work orders to estimate the quantities of materials needed.,,,,,1.0,,
"measure the effectiveness of marketing, advertising, and communications programs and strategies.",0.8887381275440976,,0.02442333785617368,,0.02849389416553596,0.032564450474898234,0.02578018995929444
"measure velocity, horsepower, revolutions per minute (rpm), amperage, circuitry, and voltage of units or parts to diagnose problems, using ammeters, voltmeters, wattmeters, and other testing devices.",,,,,1.0,,
"mediate between benefits providers and employees, such as by assisting in handling employees' benefits-related questions or taking suggestions.",0.7058823529411765,,,,0.29411764705882354,,
"meet with clients to discuss topics such as technical specifications, customized solutions, or operational problems.",0.8333333333333335,,,,0.16666666666666663,,
"meet with customers to discuss menus for special occasions, such as weddings, parties, or banquets.",0.9375,,,,0.0625,,
"meet with prospective tenants to show properties, explain terms of occupancy, and provide information about local areas.",0.64,,,0.21333333333333335,0.14666666666666667,,
"mix ingredients, such as liquor, soda, water, sugar, and bitters, to prepare cocktails and other drinks.",,,,,1.0,,
modify and customize commercial programs for internal needs.,0.6151761517615175,0.2073170731707317,0.043360433604336036,0.02710027100271003,0.004065040650406504,0.10298102981029811,
"modify computer security files to incorporate new software, correct errors, or change individual access status.",0.7096774193548387,,,,0.2903225806451613,,
modify existing databases and database management systems or direct programmers and analysts to make changes.,0.45517241379310347,0.3774294670846395,0.02319749216300941,0.03260188087774295,,0.09278996865203762,0.018808777429467086
modify existing programs to enhance efficiency.,0.5878419452887538,0.16534954407294833,0.03100303951367781,0.03282674772036474,,0.16474164133738603,0.0182370820668693
"modify existing software to correct errors, allow it to adapt to new hardware, or to improve its performance.",0.4176871170081946,0.40549338128158235,0.019747651672505192,0.031590042471401555,,0.1112936726911988,0.014188134875117546
"modify existing software to correct errors, to adapt it to new hardware, or to upgrade interfaces and improve performance.",0.42587824373642613,0.39142019120972615,0.019479210980005816,0.03497302017329781,,0.11479300539596536,0.013456328504578735
modify treatment plans to comply with changes in clients' status.,0.7272727272727273,,,,0.2727272727272727,,
"modify, maintain, and repair electronics equipment and systems to ensure that they function properly.",0.5818181818181818,,,,0.41818181818181815,,
"modify, update, and process existing policies and claims to reflect any change in beneficiary, amount of coverage, or type of insurance.",0.903846153846154,,,,0.09615384615384617,,
monitor alarm systems to ensure that secure conditions are maintained.,0.5925925925925926,,,,0.4074074074074074,,
"monitor and analyze network performance and data input/output reports to detect problems, identify inefficient use of computer resources, or perform capacity planning.",0.5206896551724138,0.06206896551724138,,0.33793103448275863,0.07931034482758621,,
monitor and analyze sales promotion results to determine cost effectiveness of promotion campaigns.,0.8380843785632838,0.025085518814139108,0.050171037628278216,0.0330672748004561,0.014823261117445839,0.03876852907639681,
"monitor and analyze sales records, trends, or economic conditions to anticipate consumer buying patterns and determine what the company will sell and how much inventory is needed.",0.82,,,,0.18,,
"monitor and ensure a sound, ethical environment.",0.6451612903225806,,,,0.3548387096774194,,
"monitor and evaluate survey progress and performance, using sample disposition reports and response rate calculations.",,,,,1.0,,
monitor and follow applicable laws and regulations.,0.7272727272727273,,,,0.2727272727272727,,
"monitor and observe experiments, recording production and test data for evaluation by research personnel.",0.4444444444444444,,,,0.5555555555555556,,
monitor bug resolution efforts and track successes.,0.4980952380952381,0.1419047619047619,0.040952380952380955,0.24952380952380956,0.009523809523809525,,0.06
"monitor changes affecting supply and demand, tracking market conditions, price trends, or futures markets.",0.8979591836734694,,,,0.10204081632653059,,
monitor clients' use of medications.,,,,,1.0,,
monitor competitors' sales activities by following their advertisements in newspapers or other media.,0.717948717948718,,,,0.28205128205128205,,
monitor compliance systems to ensure their effectiveness.,,,,,1.0,,
"monitor compliance with standard operating procedures for loss prevention, physical security, or risk management.",0.5846153846153846,,,0.36923076923076925,0.046153846153846156,,
"monitor database performance and perform any necessary maintenance, upgrades, or repairs.",0.3584905660377358,0.44062153163152046,0.07991120976692564,0.0588235294117647,0.014428412874583796,,0.04772475027746948
"monitor event activities to ensure compliance with applicable regulations and laws, satisfaction of participants, and resolution of any problems that arise.",0.8172757475083057,,,0.10299003322259136,0.07973421926910298,,
"monitor events, trends, and other circumstances, research specific subject areas, attend art exhibitions, and read art publications to develop ideas and keep current on art world activities.",0.5697674418604651,,,,0.22093023255813957,0.20930232558139536,
monitor financial market trends to ensure that client plans are responsive.,0.8666666666666667,,,,0.13333333333333333,,
monitor financial or operational performance of individual investments to ensure portfolios meet risk goals.,0.8600508905852418,,,,0.10178117048346057,0.03816793893129771,
"monitor fundamental economic, industrial, and corporate developments by analyzing information from financial publications and services, investment banking firms, government agencies, trade publications, company sources, or personal interviews.",0.8934010152284264,,,,0.1065989847715736,,
"monitor how the wind, heat, or cold affect the curing of the concrete throughout the entire process.",0.9176470588235294,,,,0.08235294117647057,,
"monitor industry standards, trends, or practices to identify developments in logistics planning or execution.",0.85,,,,0.15,,
"monitor market conditions, product innovations, and competitors' products, prices, and sales.",0.7966101694915254,,,,0.2033898305084746,,
monitor markets or positions.,0.9005235602094239,,,,0.09947643979057591,,
"monitor operations to ensure that staff members comply with administrative policies and procedures, safety rules, union contracts, environmental policies, or government regulations.",0.8111658456486043,,,0.08866995073891626,0.008210180623973728,,0.09195402298850575
monitor or evaluate medical conditions of patients in collaboration with other health care professionals.,,,,,1.0,,
monitor or track project milestones and deliverables.,0.8442622950819673,,,,0.1557377049180328,,
monitor patients' conditions and progress and reevaluate treatments as necessary.,,,,,1.0,,
"monitor project activities to ensure that instructions are followed, deadlines are met, and schedules are maintained.",0.7815533980582523,,,0.1553398058252427,0.06310679611650485,,
monitor raw data quality during collection and make equipment corrections as necessary.,0.5813953488372092,,,,0.4186046511627907,,
monitor sales activities to ensure that customers receive satisfactory service and quality goods.,0.8969957081545065,,,0.05150214592274678,0.012875536480686695,,0.03862660944206009
monitor sales staff performance to ensure that goals are met.,0.889908256880734,,,,0.11009174311926609,,
"monitor security policies, programs or procedures to ensure compliance with internal security policies, licensing requirements, or applicable government security requirements, policies, and directives.",0.8888888888888888,,,,0.1111111111111111,,
monitor security system performance logs to identify problems and notify security specialists when problems occur.,0.6060606060606061,,,,0.3939393939393939,,
"monitor student performance or assist students in academic environments, such as classrooms, laboratories, or computing centers.",0.6388888888888888,,,,0.36111111111111105,,
monitor students' progress and provide students and teachers with assistance in resolving any problems.,0.6451612903225806,,,,0.3548387096774194,,
"monitor study activities to ensure compliance with protocols and with all relevant local, federal, and state regulatory and institutional polices.",0.782608695652174,,,,0.21739130434782608,,
monitor supplier performance to assess ability to meet quality and delivery requirements.,0.8674698795180723,,,,0.13253012048192772,,
monitor suppliers to ensure that they efficiently and effectively provide needed goods or services within budgetary limits.,0.9375,,,,0.0625,,
"monitor systems for intrusions or denial of service attacks, and report security breaches to appropriate personnel.",0.5483870967741935,0.03709677419354839,,0.27903225806451615,0.01935483870967742,,0.11612903225806452
monitor the revenue activity of the hotel or facility.,,,,,1.0,,
monitor use of data files and regulate access to safeguard information in computer files.,0.6821885913853319,,,0.25378346915017463,0.012805587892898717,,0.05122235157159487
"monitor work of contractors and subcontractors to ensure projects conform to plans, specifications, schedules, or budgets.",0.918918918918919,,,,0.08108108108108109,,
"monitor, evaluate, and record client progress according to measurable goals described in treatment and care plan.",0.92,,,,0.08,,
"monitor, evaluate, and record client progress with respect to treatment goals.",,,,,1.0,,
"monitor, record, and report symptoms or changes in patients' conditions.",0.5510204081632653,,,0.336734693877551,0.11224489795918367,,
narrate presentations and productions.,0.6369047619047619,0.16666666666666663,,0.044642857142857144,0.017857142857142856,0.13392857142857142,
negotiate payment arrangements with customers who have delinquent loans.,,,,,1.0,,
negotiate prices or terms of sales or service agreements.,0.8425925925925926,,,,0.1574074074074074,,
"negotiate the sale, lease, or development of property and complete or review appropriate documents and forms.",0.8387096774193549,,,,0.16129032258064516,,
"negotiate, renegotiate, and administer contracts with suppliers, vendors, and other representatives.",,,,,1.0,,
none,0.5933264710928118,0.036455652770629614,0.03479727797792646,0.24635443472293703,,0.051095099216560885,0.03797106421913422
notify supervisor or computer maintenance technicians of equipment malfunctions.,,,,0.8181818181818182,0.18181818181818182,,
"observe action of microorganisms upon living tissues of plants, higher animals, and other microorganisms, and on dead organic matter.",0.7058823529411765,,,,0.29411764705882354,,
"observe and evaluate students' performance, behavior, social development, and physical health.",0.6896551724137931,,,,0.3103448275862069,,
observe and evaluate students' work to determine progress and make suggestions for improvement.,0.6803652968036531,,0.0410958904109589,,0.0365296803652968,0.03424657534246576,0.20776255707762556
"observe and evaluate students' work to determine progress, provide feedback, and make suggestions for improvement.",0.5913255956017105,0.011606597434331093,0.03665241295051924,0.03909590714722053,,0.059865607819181446,0.26145387904703726
"observe and interview workers to obtain information about the physical, mental, and educational requirements of jobs as well as information about aspects such as job satisfaction.",,,,,1.0,,
"observe and provide feedback on instructional techniques, presentation methods, or instructional aids.",,,,,1.0,,
observe participants and inform them of corrective measures necessary for skill improvement.,,,,,1.0,,
"observe patients' attendance, progress, attitudes, and accomplishments and record and maintain information in client records.",,,,,1.0,,
observe students to detect and report unusual behavior.,,,,,1.0,,
"observe students to determine qualifications, limitations, abilities, interests, and other individual characteristics.",0.7419354838709676,,,,0.25806451612903225,,
"observe students' performance, and record relevant data to assess progress.",0.7708333333333335,,,,0.22916666666666663,,
"observe teaching methods and examine learning materials to evaluate and standardize curricula and teaching techniques, and to determine areas where improvement is needed.",0.6321243523316064,,,,0.09326424870466321,,0.2746113989637305
obtain agreements from property owners to place properties for sale with real estate firms.,0.8472222222222221,,,,0.1527777777777778,,
"obtain and analyze information on suspects, crimes, or disturbances to solve cases, to identify criminal activity, or to gather information for court cases.",0.6206896551724138,,,,0.3793103448275862,,
"obtain and compile copies of loan applicants' credit histories, corporate financial statements, and other financial information.",0.9473684210526316,,,,0.05263157894736842,,
"obtain and distribute updated information regarding domestic or international laws, guidelines, or standards.",0.8108108108108109,,,,0.1891891891891892,,
"obtain and process information required for the provision of services, such as opening accounts, savings plans, and purchasing bonds.",0.8947368421052632,,,,0.10526315789473684,,
"obtain and record patient identification, medical history, or test results.",0.923913043478261,,,,0.07608695652173914,,
obtain and record patients' medical histories.,,,,,1.0,,
"obtain and review data such as load weights, fuel supplies, weather conditions, and flight schedules to determine flight plans and identify needed changes.",0.75,,,,0.25,,
"obtain and study information about clients' products, needs, problems, advertising history, and business practices to offer effective sales presentations and appropriate product assistance.",0.9294554455445544,,,0.04826732673267327,0.022277227722772276,,
obtain building blueprints or specifications for use by engineering departments in bid preparations.,0.9375,,,,0.0625,,
obtain credit information about prospective customers.,0.8,,,,0.2,,
obtain credit information from banks and other credit services.,0.7391304347826086,,,,0.2608695652173913,,
"obtain customer information such as name, address, and payment method, and enter orders into computers.",0.7202380952380952,,,0.25,0.029761904761904757,,
"obtain customers' names, addresses, and billing information, product numbers, and specifications of items to be purchased, and enter this information on order forms.",0.9428571428571427,,,,0.05714285714285714,,
obtain information about customer needs or preferences by conferring with sales or purchasing personnel.,0.7424242424242425,,,,0.2575757575757576,,
"obtain product information, identify vendors or suppliers, or order materials or equipment to maintain inventory.",1.0,,,,,,
"obtain, compile and record patient medical data, including health history, progress notes and results of physical examination.",0.9803921568627451,,,,0.019607843137254898,,
"obtain, organize, or develop training procedure manuals, guides, or course materials, such as handouts or visual materials.",0.8409090909090909,,,,0.1590909090909091,,
offer advice on the purchase or sale of particular securities.,0.8427299703264094,,0.0830860534124629,,0.07418397626112759,,
