task,directive,feedback_loop,learning,none,task_iteration,validation,not_classified
Explain changes in contract provisions to customers.,0.1304,0.1594,0.1594,0.0,0.5507,0.0,0.0
"Explain company personnel policies, benefits, and procedures to employees or job applicants.",0.1727,0.0935,0.5036,0.0072,0.1727,0.0504,0.0
Explain company policies and procedures to staff using oral or written communication.,0.29410000000000003,0.0294,0.3382,0.0294,0.2353,0.0735,0.0
Explain design specifications to integration or test engineers.,0.0926,0.5185,0.0741,0.0556,0.2593,0.0,0.0
Explain drawings to production or construction teams and provide adjustments as necessary.,0.1195,0.0629,0.45909999999999995,0.0,0.2767,0.0818,0.0
"Explain drawings to production or construction teams and provide adjustments, as necessary.",0.0803,0.073,0.4891,0.0073,0.2774,0.073,0.0
Explain economic impact of policies to the public.,0.22329999999999997,0.0033,0.6067,0.0067,0.1367,0.0233,0.0
"Explain features, advantages, and disadvantages of various policies to promote sale of insurance plans.",0.16670000000000001,0.16670000000000001,0.5667,0.0,0.1,0.0,0.0
Explain federal and state tax laws to individuals and companies.,0.1852,0.10310000000000001,0.5878,0.0048,0.08529999999999999,0.0338,0.0
"Explain general financial topics to clients, such as credit report ratings, bankruptcy laws, consumer protection laws, wage attachments, or collection actions.",0.0625,0.0118,0.8598,0.0051,0.045599999999999995,0.0152,0.0
"Explain goals, policies, or procedures to staff members.",0.40630000000000005,0.0313,0.13019999999999998,0.026000000000000002,0.36979999999999996,0.0365,0.0
"Explain loan information to clients, such as available loan types, eligibility requirements, or loan restrictions.",0.1795,0.0513,0.5385,0.0,0.23079999999999998,0.0,0.0
"Explain magnetic resonance imaging (MRI) procedures to patients, patient representatives, or family members.",0.22219999999999998,0.0741,0.5926,0.0,0.037000000000000005,0.0741,0.0
Explain medical instructions to patients or family members.,0.1613,0.0705,0.6823,0.009899999999999999,0.049,0.027000000000000003,0.0
"Explain policies, procedures, or services to patients using medical or administrative knowledge.",0.2788,0.0636,0.49700000000000005,0.0121,0.1152,0.0333,0.0
"Explain principles, techniques, and safety procedures to participants in recreational activities and demonstrate use of materials and equipment.",0.2611,0.11109999999999999,0.4972,0.0111,0.11109999999999999,0.0083,0.0
Explain procedures and discuss test results or prescribed treatments with patients and parents or guardians.,0.1752,0.1168,0.635,0.0,0.06570000000000001,0.0073,0.0
Explain procedures and discuss test results or prescribed treatments with patients.,0.22149999999999997,0.0981,0.6008,0.0053,0.051699999999999996,0.0225,0.0
"Explain procedures to patients, family members, staff members or others.",0.31679999999999997,0.039599999999999996,0.604,0.009899999999999999,0.019799999999999998,0.009899999999999999,0.0
Explain products or services and prices and demonstrate use of products.,0.1752,0.0073,0.708,0.0146,0.0876,0.0073,0.0
"Explain products or services and prices, and answer questions from customers.",0.19649999999999998,0.045,0.6122,0.0326,0.09789999999999999,0.0159,0.0
Explain proper operation of vehicle systems to customers.,0.16140000000000002,0.1211,0.6502,0.013500000000000002,0.0404,0.013500000000000002,0.0
"Explain proposed solutions to customers, management, or other interested parties through written proposals and oral presentations.",0.3323,0.0368,0.0527,0.0129,0.5582,0.006999999999999999,0.0
Explain real and personal property taxes to property owners.,0.1818,0.0833,0.5909,0.0076,0.1288,0.0076,0.0
"Explain recommendations, policies, procedures, requirements, or other related information to residents or building owners.",0.31670000000000004,0.10830000000000001,0.3375,0.025,0.1833,0.0292,0.0
"Explain rental fees, policies, and procedures.",0.1081,0.08109999999999999,0.5946,0.027000000000000003,0.1081,0.08109999999999999,0.0
"Explain rules established by owner or management, such as sanitation or maintenance requirements or parking regulations.",0.2576,0.1364,0.43939999999999996,0.0152,0.1515,0.0,0.0
"Explain services or policies to clients, such as debt management program rules, advantages and disadvantages of using services, or creditor concession policies.",0.2562,0.1232,0.4335,0.0148,0.1576,0.0148,0.0
Explain sociological research to the general public.,0.1753,0.0,0.6574,0.0239,0.1315,0.012,0.0
Explain stock market terms or trading practices to clients.,0.0674,0.015300000000000001,0.8576,0.0077,0.0291,0.023,0.0
Explain survey objectives and procedures to interviewees and interpret survey questions to help interviewees' comprehension.,0.22219999999999998,0.0556,0.5556,0.0,0.11109999999999999,0.0556,0.0
"Explain testing procedures to patients, answering questions or reassuring patients, as needed.",0.12960000000000002,0.16670000000000001,0.5926,0.018500000000000003,0.018500000000000003,0.0741,0.0
Explain to claimants how they can appeal rulings that go against them.,0.16449999999999998,0.15789999999999998,0.2763,0.0,0.38159999999999994,0.0197,0.0
Explain to customers how specific types of advertising will help promote their products or services in the most effective way possible.,0.1573,0.0674,0.5618,0.011200000000000002,0.1461,0.0562,0.0
"Explain treatment procedures, medications, diets, or physicians' instructions to patients.",0.1716,0.0907,0.6661,0.0092,0.047400000000000005,0.015,0.0
Explore and develop musical ideas based on sources such as imagination or sounds in the environment.,0.2609,0.087,0.0435,0.0435,0.39130000000000004,0.1739,0.0
"Extend existing software programs, web-based interactive tools, or database queries as sequence management and analysis needs evolve.",0.127,0.27390000000000003,0.0126,0.004,0.5815,0.001,0.0
Facilitate organizational development and change.,0.20579999999999998,0.0851,0.0942,0.0174,0.5636,0.0339,0.0
Feed and water animals according to schedules and feeding instructions.,0.1333,0.3333,0.4,0.0667,0.0667,0.0,0.0
File and maintain records.,0.8539,0.1074,0.0032,0.0075,0.0279,0.0,0.0
"File and retrieve corporate documents, records, and reports.",0.8,0.15380000000000002,0.0,0.0154,0.0308,0.0,0.0
"File and store completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve, update, and delete documents.",0.9523999999999999,0.047599999999999996,0.0,0.0,0.0,0.0,0.0
"File data and related information, and maintain and update databases.",0.7487,0.1572,0.0027,0.008,0.0817,0.0018,0.0
"Fill out and maintain client-related paperwork, including federal- and state-mandated forms, client diagnostic records, and progress notes.",0.4286,0.11900000000000001,0.0,0.0,0.4524,0.0,0.0
"Find, retrieve, and make copies of information from files in response to requests and deliver information to authorized users.",0.6279,0.1199,0.04650000000000001,0.0346,0.16010000000000002,0.011000000000000001,0.0
"Forecast and track marketing and sales trends, analyzing collected data.",0.3306,0.08990000000000001,0.20329999999999998,0.0097,0.332,0.0346,0.0
Forecast material costs or develop standard cost lists.,0.5,0.125,0.025,0.0,0.35,0.0,0.0
"Forecast political, economic, and social trends.",0.1771,0.0391,0.5437,0.037599999999999995,0.1112,0.0913,0.0
"Formulate and implement training programs, applying principles of learning and individual differences.",0.26530000000000004,0.051,0.102,0.0,0.551,0.030600000000000002,0.0
"Formulate basic layout design or presentation approach and specify material details, such as style and size of type, photographs, graphics, animation, video, and sound.",0.3458,0.10550000000000001,0.0203,0.011200000000000002,0.5091,0.008100000000000001,0.0
Formulate general rules that describe and predict the development and behavior of cultures and social institutions.,0.1008,0.0189,0.3214,0.0462,0.4307,0.0819,0.0
"Formulate mathematical models or other methods of computer analysis to develop, evaluate, or modify design, according to customer engineering requirements.",0.2894,0.1245,0.1026,0.0183,0.45049999999999996,0.0147,0.0
"Formulate mathematical or simulation models of problems, relating constants and variables, restrictions, alternatives, conflicting objectives, and their numerical parameters.",0.2821,0.0775,0.1564,0.0073,0.44770000000000004,0.028900000000000002,0.0
Formulate or implement regulatory affairs policies and procedures to ensure that regulatory compliance is maintained or enhanced.,0.5,0.10529999999999999,0.0526,0.0,0.3421,0.0,0.0
Formulate or modify recipes for specific kinds of food products.,0.1429,0.2,0.0286,0.0,0.6286,0.0,0.0
"Formulate policies, procedures and programs for recruitment, testing, placement, classification, orientation, benefits and compensation, and labor and industrial relations.",0.4286,0.0286,0.0,0.0,0.5428999999999999,0.0,0.0
"Formulate predictions by interpreting environmental data, such as meteorological, atmospheric, oceanic, paleoclimate, climate, or related information.",0.2979,0.0851,0.45740000000000003,0.0,0.1383,0.0213,0.0
"Formulate recommendations, policies, or plans to solve economic problems or to interpret markets.",0.125,0.0625,0.4375,0.0,0.375,0.0,0.0
"Formulate sampling procedures and designs and develop forms and instructions for recording, evaluating, and reporting quality and reliability data.",0.3123,0.0258,0.0287,0.0143,0.6103000000000001,0.0086,0.0
Formulate strategic plans for the institution.,0.3909,0.09140000000000001,0.0355,0.0,0.4772,0.0051,0.0
"Formulate, direct, or coordinate marketing activities or policies to promote products or services, working with advertising or promotion managers.",0.2651,0.0814,0.0341,0.0079,0.6037,0.0079,0.0
Furnish customers with information on events or activities.,0.44,0.12,0.04,0.04,0.36,0.0,0.0
Furnish taxpayers with sufficient information and advice to ensure correct tax form completion.,0.1678,0.3147,0.31679999999999997,0.0077,0.1469,0.0462,0.0
"Gather all relevant material for bid processes, and coordinate bidding and contract approval.",0.375,0.25,0.0,0.0,0.375,0.0,0.0
"Gather and analyze research data, such as statutes, decisions, and legal articles, codes, and documents.",0.3599,0.0504,0.2073,0.006999999999999999,0.3333,0.042,0.0
"Gather and compile data from hand count sheets, machine count tapes, or radar speed checks and code data for computer input.",0.6522,0.1304,0.0,0.0,0.21739999999999998,0.0,0.0
Gather and organize information on problems or procedures.,0.7572,0.13419999999999999,0.0106,0.0287,0.0679,0.0015,0.0
"Gather client information from sources such as case documentation, client observation, or interviews of client or family members.",0.375,0.25,0.0625,0.125,0.1875,0.0,0.0
Gather cyber intelligence to identify vulnerabilities.,0.2564,0.6409999999999999,0.0256,0.0,0.07690000000000001,0.0,0.0
"Gather data on competitors and analyze their prices, sales, and method of marketing and distribution.",0.325,0.0924,0.1285,0.0091,0.42450000000000004,0.020499999999999997,0.0
"Gather diagnostic data from sources such as case documentation, observations of clients, or interviews with clients or family members.",0.3529,0.1765,0.1765,0.1176,0.1176,0.0588,0.0
Gather financial documents related to investigations.,0.3529,0.29410000000000003,0.0,0.0588,0.2353,0.0588,0.0
"Gather information and develop perspectives about news subjects through research, interviews, observation, and experience.",0.5333,0.0,0.0,0.0667,0.4,0.0,0.0
Gather information on patients' illnesses and medical history to guide the choice of diagnostic procedures for therapy.,0.375,0.1875,0.375,0.0625,0.0,0.0,0.0
"Gather records pertinent to specific problems, review them for completeness and accuracy, and attach records to correspondence as necessary.",0.3933,0.23600000000000002,0.011200000000000002,0.0225,0.3371,0.0,0.0
"Gather, analyze, or document user feedback to locate or resolve sources of problems.",0.243,0.3881,0.0667,0.0222,0.2415,0.0385,0.0
"Gather, register, and arrange the material to be typed, following instructions.",0.7039,0.0461,0.0066,0.0263,0.21710000000000002,0.0,0.0
"Generate data queries, based on validation checks or errors and omissions identified during data entry, to resolve identified problems.",0.261,0.5238,0.0123,0.0053,0.1905,0.0070999999999999995,0.0
"Generate standard or custom reports summarizing business, financial, or economic data for review by executives, managers, clients, and other stakeholders.",0.5584,0.0478,0.0159,0.0033,0.3703,0.0043,0.0
Give advice on sightseeing and shopping.,0.6067,0.1124,0.0562,0.0,0.22469999999999998,0.0,0.0
"Grade homework and tests, and compute and record results, using answer sheets or electronic marking devices.",0.6409999999999999,0.0513,0.0,0.0,0.15380000000000002,0.15380000000000002,0.0
Grade students' assignments and exams.,0.4351,0.051500000000000004,0.0165,0.0021,0.18350000000000002,0.31129999999999997,0.0
"Grade, classify, or sort products according to sizes, weights, colors, or other specifications.",0.7171,0.0592,0.0,0.0,0.18420000000000003,0.0395,0.0
Greet and register guests.,0.0506,0.0039000000000000003,0.011699999999999999,0.93,0.0039000000000000003,0.0,0.0
Greet customers and ascertain what each customer wants or needs.,0.31120000000000003,0.0944,0.0341,0.488,0.0723,0.0,0.0
Greet customers and make them feel welcome.,0.008100000000000001,0.0009,0.0,0.991,0.0,0.0,0.0
"Greet passengers, provide information, and answer questions concerning fares, schedules, transfers, and routings.",0.3926,0.2741,0.1407,0.0148,0.163,0.0148,0.0
"Grill, cook, and fry foods such as french fries, eggs, and pancakes.",0.619,0.09519999999999999,0.1905,0.0,0.047599999999999996,0.047599999999999996,0.0
Guide and counsel students with adjustment or academic problems or special academic interests.,0.1243,0.1343,0.2241,0.028999999999999998,0.4093,0.0789,0.0
Guide and counsel students with adjustment or academic problems or with special academic interests.,0.0935,0.1035,0.24780000000000002,0.0259,0.44780000000000003,0.0816,0.0
"Guide and counsel students with adjustment or academic problems, or special academic interests.",0.0949,0.1533,0.2409,0.0146,0.4526,0.0438,0.0
"Guide and counsel students with adjustments, academic problems, or special academic interests.",0.0333,0.0333,0.2,0.0333,0.6,0.1,0.0
Guide clients in the development of skills or strategies for dealing with their problems.,0.2205,0.1451,0.4526,0.0097,0.1605,0.0116,0.0
"Guide clients in the gathering of information, such as bank account records, income tax returns, life and disability insurance records, pension plans, or wills.",0.2545,0.3636,0.1127,0.0073,0.2582,0.0036,0.0
Guide design discussions between development teams.,0.25,0.5625,0.0,0.0625,0.125,0.0,0.0
"Guide or counsel students with adjustment problems, academic problems, or special academic interests.",0.1984,0.11900000000000001,0.20629999999999998,0.07139999999999999,0.35710000000000003,0.047599999999999996,0.0
Handle customer complaints and take appropriate action to resolve them.,0.3333,0.1333,0.0095,0.0095,0.5047999999999999,0.0095,0.0
Hear and resolve complaints from customers or the public.,0.1957,0.1848,0.0652,0.163,0.3804,0.0109,0.0
Help customers find the location of products.,0.6078,0.1434,0.0877,0.032,0.12560000000000002,0.0036,0.0
Identify and analyze industry or geographic trends with business strategy implications.,0.2852,0.0703,0.0859,0.0,0.5273,0.0313,0.0
"Identify and analyze public health issues related to foodborne parasitic diseases and their impact on public policies, scientific studies, or surveys.",0.43479999999999996,0.0435,0.21739999999999998,0.0,0.2609,0.0435,0.0
"Identify and classify documents or other electronic content according to characteristics such as security level, function, and metadata.",0.7552,0.1329,0.006999999999999999,0.006999999999999999,0.0909,0.006999999999999999,0.0
Identify and correct deviations from database development standards.,0.2273,0.4545,0.0,0.0,0.1818,0.1364,0.0
"Identify and develop commercial or technical specifications, such as usability, pricing, checkout, or data security, to promote transactional internet-enabled commerce functionality.",0.2345,0.16940000000000002,0.0537,0.0049,0.5293,0.008100000000000001,0.0
Identify and recommend energy savings strategies to achieve more energy-efficient operation.,0.3478,0.10869999999999999,0.21739999999999998,0.0,0.21739999999999998,0.10869999999999999,0.0
"Identify and resolve conflicts related to the meanings of words, concepts, practices, or behaviors.",0.1197,0.0196,0.5794,0.0311,0.1507,0.09949999999999999,0.0
Identify appropriate Key Performance Indicators (KPIs) and report key metrics from digital campaigns.,0.16670000000000001,0.0556,0.018500000000000003,0.0,0.7406999999999999,0.018500000000000003,0.0
"Identify factors that may affect patient management, such as age, gender, barriers to communication, and underlying disease.",0.2086,0.2446,0.3201,0.0108,0.1942,0.0216,0.0
Identify interested and qualified customers to provide them with additional information.,0.6957,0.21739999999999998,0.0,0.0,0.0435,0.0435,0.0
Identify issues for research and analysis.,0.1968,0.0285,0.0483,0.009899999999999999,0.7017,0.0149,0.0
"Identify key risks and mitigating factors of potential investments, such as asset types and values, legal and ownership structures, professional reputations, customer bases, or industry segments.",0.35609999999999997,0.10800000000000001,0.166,0.006,0.30579999999999996,0.0581,0.0
"Identify main client groups and audiences, determine the best way to communicate publicity information to them, and develop and implement a communication plan.",0.2289,0.10890000000000001,0.037599999999999995,0.0075,0.6073,0.0098,0.0
"Identify opportunities or develop plans for sustainability projects or programs to improve energy efficiency, minimize pollution or waste, or restore natural systems.",0.375,0.125,0.025,0.0,0.475,0.0,0.0
Identify or develop business rules or standard operating procedures to streamline operating processes.,0.375,0.0417,0.0417,0.0833,0.4583,0.0,0.0
Identify or implement solutions to information security problems.,0.2535,0.43810000000000004,0.1278,0.0345,0.10550000000000001,0.0406,0.0
Identify or maintain links to and from other Web sites and check links to ensure proper functioning.,0.4583,0.3125,0.0,0.0,0.22920000000000001,0.0,0.0
"Identify or monitor current and potential customers, using business intelligence tools.",0.5428000000000001,0.1152,0.037200000000000004,0.0037,0.3011,0.0,0.0
"Identify plants, pests, and weeds to determine the selection and application of pesticides and fertilizers.",0.3636,0.3636,0.2273,0.0,0.0455,0.0,0.0
"Identify problems uncovered by testing or customer feedback, and correct problems or refer problems to appropriate personnel for correction.",0.0592,0.813,0.0062,0.0006,0.1133,0.0078000000000000005,0.0
"Identify program deviance from standards, and suggest modifications to ensure compliance.",0.17989999999999998,0.2635,0.099,0.0039000000000000003,0.2404,0.2134,0.0
"Identify prospective customers, using business directories, leads from existing clients, participation in organizations, or trade show or conference attendance.",0.4286,0.2143,0.0,0.0,0.35710000000000003,0.0,0.0
"Identify protocol problems, inform investigators of problems, or assist in problem resolution efforts, such as protocol revisions.",0.1818,0.2273,0.1591,0.0227,0.34090000000000004,0.0682,0.0
Identify quality problems and recommend solutions.,0.1654,0.2293,0.15410000000000001,0.0113,0.2481,0.1917,0.0
Identify quality problems or areas for improvement and recommend solutions.,0.262,0.20120000000000002,0.0924,0.0108,0.35619999999999996,0.0774,0.0
"Identify relationships and trends in data, as well as any factors that could affect the results of research.",0.3517,0.0924,0.20370000000000002,0.0106,0.2894,0.0521,0.0
Identify relationships and trends or any factors that could affect the results of research.,0.2853,0.0583,0.3037,0.0060999999999999995,0.3037,0.0429,0.0
"Identify relevant guidance documents, international standards, or consensus standards.",0.344,0.0605,0.0832,0.005699999999999999,0.3743,0.1323,0.0
"Identify security system weaknesses, using penetration tests.",0.1307,0.6927,0.0917,0.0092,0.0528,0.0229,0.0
"Identify solutions to business problems, such as budgeting, staffing, and marketing decisions, using the results of data analysis.",0.3018,0.3056,0.0732,0.0101,0.2917,0.0177,0.0
"Identify staff vacancies and recruit, interview, and select applicants.",0.3243,0.027000000000000003,0.027000000000000003,0.0,0.6215999999999999,0.0,0.0
"Identify target markets for designs, looking at factors such as age, gender, and socioeconomic status.",0.23809999999999998,0.047599999999999996,0.047599999999999996,0.0,0.6667000000000001,0.0,0.0
Identify training and development needs.,0.3618,0.06480000000000001,0.1015,0.024399999999999998,0.39659999999999995,0.0508,0.0
Identify transaction mistakes when debits and credits do not balance.,0.3211,0.29359999999999997,0.0183,0.0,0.2569,0.1101,0.0
"Identify, analyze, and document problems with program function, output, online screen, or content.",0.1489,0.6529,0.036699999999999997,0.0051,0.1177,0.0387,0.0
"Identify, classify, and study structure, behavior, ecology, physiology, nutrition, culture, and distribution of plant and animal species.",0.39890000000000003,0.0993,0.4007,0.0126,0.0632,0.0253,0.0
"Identify, collect, record, or analyze data relevant to the nursing care of patients.",0.46149999999999997,0.1795,0.042699999999999995,0.0342,0.24789999999999998,0.0342,0.0
"Identify, develop, or evaluate marketing strategy, based on knowledge of establishment objectives, market characteristics, and cost and markup factors.",0.2669,0.1057,0.048,0.0087,0.5484,0.022400000000000003,0.0
"Identify, evaluate and recommend hardware or software technologies to achieve desired database performance.",0.25,0.0,0.6875,0.0,0.0625,0.0,0.0
"Implement Web site security measures, such as firewalls or message encryption.",0.32,0.44,0.04,0.0,0.2,0.0,0.0
"Implement business rules via stored procedures, middleware, or other technologies.",0.23170000000000002,0.37799999999999995,0.0447,0.0163,0.32520000000000004,0.0040999999999999995,0.0
"Implement changes to machine programs, and enter new specifications, using computers.",0.3636,0.40909999999999996,0.0,0.0,0.1818,0.0455,0.0
"Implement controls to provide security for operating systems, software, and data.",0.3529,0.4314,0.0784,0.0196,0.098,0.0196,0.0
"Implement grant-funded projects, monitoring and reporting progress in accordance with sponsoring agency requirements.",0.2,0.1333,0.0,0.0,0.6667000000000001,0.0,0.0
Implement online customer service processes to ensure positive and consistent user experiences.,0.3787,0.0916,0.07490000000000001,0.2751,0.1704,0.009300000000000001,0.0
"Implement or perform preventive maintenance, backup, or recovery procedures.",0.7692,0.1795,0.0,0.0128,0.0385,0.0,0.0
Implement or test design solutions.,0.3488,0.2712,0.0072,0.0008,0.368,0.004,0.0
"Import text and art elements, such as electronic clip art or electronic files from photographs that have been scanned or produced with a digital camera, using computer software.",0.3103,0.2069,0.0,0.0,0.4828,0.0,0.0
Incorporate research findings into practice as appropriate.,0.3333,0.1333,0.0,0.0,0.5333,0.0,0.0
"Incorporate technical considerations into Web site design plans, such as budgets, equipment, performance requirements, and legal issues including accessibility and privacy.",0.2065,0.21289999999999998,0.0645,0.0194,0.4968,0.0,0.0
"Incorporate technical considerations into Web site design plans, such as budgets, equipment, performance requirements, or legal issues including accessibility and privacy.",0.2034,0.2373,0.0373,0.0,0.5085000000000001,0.013600000000000001,0.0
"Inform Web site users of problems, problem resolutions, or application changes and updates.",0.209,0.2687,0.23879999999999998,0.11939999999999999,0.1493,0.0149,0.0
"Inform athletes about nutrition, hydration, dietary supplements, or uses and possible consequences of medication.",0.1316,0.3344,0.21280000000000002,0.008,0.2776,0.0356,0.0
Inform citizens of community services and recommend options to facilitate longer-term problem resolution.,0.35090000000000005,0.1509,0.3736,0.0415,0.056600000000000004,0.0264,0.0
"Inform clients of essential travel information, such as travel times, transportation connections, or medical and visa requirements.",0.1689,0.2365,0.4257,0.013500000000000002,0.1081,0.0473,0.0
"Inform clients of factors such as shipping options, timelines, transfers, or regulations affecting shipments.",0.17859999999999998,0.26789999999999997,0.4286,0.0,0.10710000000000001,0.0179,0.0
Inform company employees or other interested parties of environmental issues.,0.284,0.049400000000000006,0.4815,0.0123,0.1358,0.037000000000000005,0.0
"Inform customers about issues related to responsible use and disposal of products, such as waste reduction or product or byproduct recycling or disposal.",0.3478,0.1677,0.31679999999999997,0.018600000000000002,0.09939999999999999,0.049699999999999994,0.0
"Inform customers by mail or telephone of order information, such as unit prices, shipping dates, and any anticipated delays.",0.6667000000000001,0.0388,0.0,0.155,0.1318,0.0078000000000000005,0.0
"Inform customers of available options for advertisement artwork, and provide samples.",0.47369999999999995,0.0,0.0,0.0,0.5263,0.0,0.0
Inform customers of contracts or other information pertaining to purchased services.,0.1671,0.1384,0.27940000000000004,0.0078000000000000005,0.36810000000000004,0.0392,0.0
"Inform customers of estimated delivery schedules, service contracts, warranties, or other information pertaining to purchased products.",0.05,0.55,0.25,0.05,0.1,0.0,0.0
"Inform customers of procedures for applying for services, such as ATM cards, direct deposit of checks, and certificates of deposit.",0.2632,0.36840000000000006,0.15789999999999998,0.0526,0.10529999999999999,0.0526,0.0
Inform designated employees or departments of items loaded or problems encountered.,0.9571,0.0143,0.0,0.0286,0.0,0.0,0.0
"Inform financial decisions by analyzing financial information to forecast business, industry, or economic conditions.",0.2656,0.015600000000000001,0.1953,0.0,0.4844,0.0391,0.0
"Inform investment decisions by analyzing financial information to forecast business, industry, or economic conditions.",0.3385,0.0431,0.1815,0.0031,0.39380000000000004,0.04,0.0
"Inform management about problems, such as employee disputes.",0.5128,0.0256,0.0,0.0513,0.359,0.0513,0.0
"Inform personnel of changes in regulations and policies, implications of new or amended laws, and new techniques of police work.",0.15789999999999998,0.0526,0.31579999999999997,0.10529999999999999,0.2632,0.10529999999999999,0.0
"Inform students of the procedures for completing and submitting class work, such as lab reports.",0.2224,0.061,0.2278,0.0246,0.35950000000000004,0.1047,0.0
Inform survivors of benefits for which they may be eligible.,0.0,0.3478,0.3478,0.087,0.21739999999999998,0.0,0.0
"Inform the public of available services, and of postal laws and regulations.",0.19820000000000002,0.027000000000000003,0.6306,0.09910000000000001,0.027000000000000003,0.018000000000000002,0.0
"Initiate market research studies, or analyze their findings.",0.4264,0.0817,0.051399999999999994,0.004,0.4254,0.0111,0.0
"Initiate, facilitate, and moderate class discussions.",0.1698,0.0373,0.6059,0.012199999999999999,0.1215,0.0533,0.0
"Initiate, facilitate, and moderate classroom discussions.",0.18359999999999999,0.045599999999999995,0.5787,0.0085,0.12279999999999999,0.0608,0.0
"Initiate, review, or approve modifications to project plans.",0.1294,0.2666,0.0034000000000000002,0.005600000000000001,0.5861,0.009000000000000001,0.0
Input data into databases.,0.7078,0.20129999999999998,0.013000000000000001,0.0,0.0779,0.0,0.0
"Input data, such as file numbers, new or updated information, or document information codes into computer systems to support document and information retrieval.",0.6175,0.19519999999999998,0.004,0.008,0.17129999999999998,0.004,0.0
Inspect and test systems to verify system compliance with plans and specifications or to detect and locate malfunctions.,0.6857,0.2571,0.0,0.0,0.0286,0.0286,0.0
"Inspect completed work to ensure conformance to specifications, standards, and contract requirements.",0.4706,0.27449999999999997,0.0,0.0196,0.1373,0.098,0.0
"Inspect condition of premises, and arrange for necessary maintenance or notify owners of maintenance needs.",0.3019,0.22640000000000002,0.2642,0.0377,0.11320000000000001,0.056600000000000004,0.0
"Inspect crops, fields, or plant stock to determine conditions and need for cultivating, spraying, weeding, or harvesting.",0.23079999999999998,0.46149999999999997,0.1923,0.0,0.0,0.11539999999999999,0.0
"Inspect merchandise or products to determine quality, value, or yield.",0.5217,0.21739999999999998,0.054299999999999994,0.0326,0.0978,0.0761,0.0
Inspect plants and bud ties to assess quality.,0.2963,0.40740000000000004,0.037000000000000005,0.037000000000000005,0.0741,0.1481,0.0
Inspect work performed to ensure that it meets specifications and established standards.,0.3882,0.4353,0.0,0.0353,0.0941,0.0471,0.0
Install and configure recreations of software production environments to allow testing of software performance.,0.3333,0.47619999999999996,0.0635,0.0159,0.11109999999999999,0.0,0.0
"Install and perform minor repairs to hardware, software, or peripheral equipment, following design or installation specifications.",0.3992,0.5336,0.0217,0.011899999999999999,0.0316,0.002,0.0
"Install network software, including security or firewall software.",0.16,0.68,0.12,0.0,0.04,0.0,0.0
"Install new hardware or software systems or components, ensuring integration with existing network systems.",0.233,0.7055,0.022000000000000002,0.0242,0.0132,0.0022,0.0
"Install or configure Web server software or hardware to ensure that directory structure is well-defined, logical, and secure, and that files are named properly.",0.1912,0.6175999999999999,0.0294,0.0147,0.1471,0.0,0.0
Install or program computer hardware or machine or instrumentation software in microprocessor-based systems.,0.17,0.4852,0.046799999999999994,0.009899999999999999,0.2857,0.0025,0.0
"Instruct and counsel patients about prescribed therapeutic regimens, normal growth and development, family planning, emotional problems of daily living, and health maintenance.",0.07690000000000001,0.2389,0.5709000000000001,0.0121,0.07690000000000001,0.024300000000000002,0.0
Instruct and monitor students in the use and care of equipment and materials to prevent injuries and damage.,0.09519999999999999,0.6667000000000001,0.1429,0.0,0.09519999999999999,0.0,0.0
"Instruct coaches, athletes, parents, medical personnel, or community members in the care and prevention of athletic injuries.",0.1413,0.22829999999999998,0.4022,0.0326,0.1739,0.0217,0.0
Instruct customers in alteration of products.,0.2413,0.22030000000000002,0.1434,0.021,0.3182,0.0559,0.0
"Instruct customers in the installation, repair, or maintenance of products.",0.1966,0.3619,0.2626,0.009899999999999999,0.13570000000000002,0.0333,0.0
Instruct emergency medical response team about emergency interventions to ensure correct application of procedures.,0.29410000000000003,0.0,0.4706,0.0,0.1765,0.0588,0.0
Instruct individuals and groups on ways to preserve health and prevent disease.,0.341,0.0323,0.447,0.0184,0.1244,0.0369,0.0
"Instruct individuals in career development techniques, such as job search and application strategies, resume writing, and interview skills.",0.19440000000000002,0.125,0.125,0.0,0.5278,0.0278,0.0
"Instruct individuals or groups in sports rules, game strategies, and performance principles, such as specific ways of moving the body, hands, or feet, to achieve desired results.",0.2821,0.21789999999999998,0.1795,0.0256,0.2692,0.0256,0.0
"Instruct or advise clients on issues, such as household cleanliness, utilities, hygiene, nutrition, or infant care.",0.325,0.05,0.45,0.0,0.15,0.025,0.0
Instruct others in the selection and use of bioinformatics tools.,0.10529999999999999,0.36840000000000006,0.5263,0.0,0.0,0.0,0.0
Instruct participants in maintaining exertion levels to maximize benefits from exercise routines.,0.30469999999999997,0.17190000000000003,0.35159999999999997,0.0,0.1563,0.015600000000000001,0.0
"Instruct staff in work policies and procedures, and the use and maintenance of equipment.",0.3333,0.3,0.3,0.0,0.0667,0.0,0.0
Instruct staff on how to handle difficult and complicated sales.,0.23079999999999998,0.0385,0.3077,0.0,0.3846,0.0385,0.0
"Instruct students in the knowledge and skills required in a specific occupation or occupational field, using a systematic plan of lectures, discussions, audio-visual presentations, and laboratory, shop, and field studies.",0.19210000000000002,0.09359999999999999,0.6404000000000001,0.0197,0.0345,0.0197,0.0
"Instruct students individually and in groups, using teaching methods such as lectures, discussions, and demonstrations.",0.1401,0.061900000000000004,0.7199,0.0033,0.061900000000000004,0.013000000000000001,0.0
