task,directive,feedback_loop,learning,none,not_classified,task_iteration,validation
"mark up, paste, and complete layouts and write typography instructions to prepare materials for typesetting or printing.",0.2857142857142857,,,,0.047619047619047616,0.6666666666666665,
"market bank products to individuals and firms, promoting bank services that may meet customers' needs.",0.39285714285714285,,0.39285714285714285,,0.21428571428571427,,
market or promote the casino to bring in business.,,,,,1.0,,
"market vacant space to prospective tenants through leasing agents, advertising, or other methods.",0.59375,,,,0.40625,,
match students' needs and eligibility with available financial aid programs to provide informed recommendations.,,,,,1.0,,
"measure amount of body fat, using such equipment as hydrostatic scale, skinfold calipers, or tape measures.",,,,,1.0,,
measure and analyze system performance and operating parameters to assess operating condition of systems or equipment.,0.1866028708133972,0.20095693779904306,0.430622009569378,,0.014354066985645932,0.0813397129186603,0.08612440191387559
measure and analyze web site usage data to maximize search engine returns or refine customer interfaces.,,,,,1.0,,
"measure and mark surfaces to lay out work, according to blueprints or drawings, using tape measures, straightedges or squares, and marking devices.",,,,,1.0,,
"measure completed workpieces to verify conformance to specifications, using micrometers, gauges, calipers, templates, or rulers.",,,,,1.0,,
"measure dimensions of finished workpieces to ensure conformance to specifications, using precision measuring instruments, templates, and fixtures.",,,,,1.0,,
"measure dimensions of products to verify conformance to specifications, using measuring instruments such as rulers, calipers, gauges, or micrometers.",0.41509433962264164,,,,0.5849056603773585,,
measure ingredients required for specific food items being prepared.,0.5103092783505154,0.09793814432989692,0.14432989690721648,,0.015463917525773196,0.23195876288659797,
"measure or weigh flour or other ingredients to prepare batters, doughs, fillings, or icings, using scales or graduated containers.",0.34782608695652173,,,,0.32608695652173914,0.32608695652173914,
"measure or weigh materials, using rulers, calculators, and scales.",,,,,1.0,,
"measure parts to determine tolerances, using precision measuring instruments such as micrometers, calipers, and verniers.",0.288135593220339,,0.2542372881355932,,0.4576271186440678,,
"measure parts to verify specified dimensions or settings, such as camera shutter speed or light meter reading accuracy, using measuring instruments.",,,,,1.0,,
"measure the effectiveness of marketing, advertising, and communications programs and strategies.",0.3967935871743487,0.11022044088176353,0.13627254509018036,,0.002004008016032064,0.250501002004008,0.10420841683366731
"measure velocity, horsepower, revolutions per minute (rpm), amperage, circuitry, and voltage of units or parts to diagnose problems, using ammeters, voltmeters, wattmeters, and other testing devices.",0.23809523809523805,,0.4444444444444444,,0.31746031746031744,,
"mediate between benefits providers and employees, such as by assisting in handling employees' benefits-related questions or taking suggestions.",0.32,,,,0.32,0.36,
"meet with clients to negotiate management and service contracts, determine priorities, and discuss the financial and operational status of properties.",,,,,1.0,,
meet with clients to review or discuss architectural drawings.,,,,,1.0,,
"meet with clients to schedule and plan details of conventions, banquets, receptions and other functions.",,,,,1.0,,
"meet with clients' other advisors, such as attorneys, accountants, trust officers, or investment bankers, to fully understand clients' financial goals and circumstances.",,,,,1.0,,
meet with parents and guardians to discuss their children's progress and to determine priorities for their children and their resource needs.,0.4285714285714285,,,,0.14285714285714285,0.4285714285714285,
meet with parents and guardians to discuss their children's progress and to determine their priorities for their children and their resource needs.,,,,,1.0,,
"meet with prospective tenants to show properties, explain terms of occupancy, and provide information about local areas.",0.4225352112676056,,,,0.2112676056338028,0.3661971830985916,
"mix ingredients, such as liquor, soda, water, sugar, and bitters, to prepare cocktails and other drinks.",0.4367816091954023,,0.2758620689655172,,0.04597701149425287,0.24137931034482762,
modify and customize commercial programs for internal needs.,0.20614596670934698,0.29449423815621,0.2189500640204865,0.020486555697823303,,0.235595390524968,0.024327784891165175
"modify computer security files to incorporate new software, correct errors, or change individual access status.",,,,,1.0,,
modify existing databases and database management systems or direct programmers and analysts to make changes.,0.2728643216080402,0.39597989949748735,0.043718592964824124,,0.003015075376884422,0.235678391959799,0.04874371859296482
modify existing programs to enhance efficiency.,0.5556521739130433,0.1,0.06260869565217392,,0.010434782608695655,0.22869565217391305,0.042608695652173914
"modify existing software to correct errors, allow it to adapt to new hardware, or to improve its performance.",0.22971673159236278,0.4887462126677247,0.04953590150531429,0.007165873130380415,,0.19857644399557542,0.026258837108642328
"modify existing software to correct errors, to adapt it to new hardware, or to upgrade interfaces and improve performance.",0.23649538866930167,0.4783157663592446,0.055665349143610016,0.007411067193675889,,0.19856170399648654,0.023550724637681163
"modify or control biological systems to replace, augment, or sustain chemical or mechanical processes.",,,,,1.0,,
modify patient treatment plans as indicated by patients' responses and conditions.,,,,,1.0,,
modify treatment plans according to changes in client status.,,,,,1.0,,
modify treatment plans to comply with changes in client status.,,0.22784810126582278,0.379746835443038,,0.3924050632911392,,
modify treatment plans to comply with changes in clients' status.,,0.20212765957446804,0.3723404255319149,,0.1808510638297873,0.24468085106382978,
"modify, maintain, and repair electronics equipment and systems to ensure that they function properly.",0.24953445065176907,0.3128491620111732,0.3407821229050279,,0.011173184357541902,0.05400372439478584,0.03165735567970205
"modify, update, and process existing policies and claims to reflect any change in beneficiary, amount of coverage, or type of insurance.",,,,,1.0,,
monitor and analyze energy consumption.,,,,,1.0,,
"monitor and analyze network performance and data input/output reports to detect problems, identify inefficient use of computer resources, or perform capacity planning.",0.3218390804597701,0.24137931034482762,0.2988505747126437,,0.1379310344827586,,
monitor and analyze sales promotion results to determine cost effectiveness of promotion campaigns.,0.38888888888888895,0.06684027777777778,0.2309027777777778,0.018229166666666668,,0.2439236111111111,0.051215277777777776
"monitor and analyze sales records, trends, or economic conditions to anticipate consumer buying patterns and determine what the company will sell and how much inventory is needed.",0.6296296296296297,,,,0.3703703703703704,,
monitor and control temperature of products.,,,,,1.0,,
monitor and follow applicable laws and regulations.,,,,,1.0,,
monitor bug resolution efforts and track successes.,0.25316455696202533,0.2658227848101265,,,0.4810126582278481,,
"monitor changes affecting supply and demand, tracking market conditions, price trends, or futures markets.",0.4916943521594684,0.0664451827242525,0.26578073089701,,0.0132890365448505,0.11295681063122924,0.04983388704318937
monitor clients' use of medications.,,,,,1.0,,
monitor current reports of computer viruses to determine when to update virus protection systems.,,,,,1.0,,
"monitor database performance and perform any necessary maintenance, upgrades, or repairs.",0.1482758620689655,0.41310344827586204,0.33241379310344826,0.011034482758620689,,0.05724137931034483,0.03793103448275862
monitor equipment to ensure proper operation.,0.3953488372093023,,,,0.6046511627906976,,
"monitor event activities to ensure compliance with applicable regulations and laws, satisfaction of participants, and resolution of any problems that arise.",0.3910891089108911,,,,0.15346534653465346,0.4554455445544555,
"monitor events, trends, and other circumstances, research specific subject areas, attend art exhibitions, and read art publications to develop ideas and keep current on art world activities.",0.32286995515695066,,0.3408071748878923,,0.05829596412556054,0.19730941704035876,0.08071748878923767
"monitor fetal development by listening to fetal heartbeat, taking external uterine measurements, identifying fetal position, or estimating fetal size and weight.",,,,,1.0,,
"monitor fetal growth and well-being through heartbeat detection, body measurement, and palpation.",,,,,1.0,,
monitor financial market trends to ensure that client plans are responsive.,0.3722397476340694,0.07255520504731862,0.36277602523659314,,0.015772870662460567,0.08832807570977919,0.08832807570977919
monitor financial or operational performance of individual investments to ensure portfolios meet risk goals.,0.3495575221238938,0.11061946902654868,0.18584070796460178,,0.00663716814159292,0.22566371681415925,0.1216814159292035
"monitor fundamental economic, industrial, and corporate developments by analyzing information from financial publications and services, investment banking firms, government agencies, trade publications, company sources, or personal interviews.",0.5527426160337553,,0.2911392405063291,,0.05063291139240507,0.10548523206751056,
"monitor how the wind, heat, or cold affect the curing of the concrete throughout the entire process.",,,0.37333333333333335,,0.2933333333333333,0.33333333333333326,
monitor industry statistics and follow trends in trade literature.,,,0.5135135135135135,,0.4864864864864865,,
"monitor industry websites or publications for information about patches, releases, viruses, or potential problem identification.",0.2868217054263566,,0.5193798449612403,,0.19379844961240317,,
monitor insurance claims to ensure they are settled equitably for both the client and the insurer.,,,,,1.0,,
"monitor market conditions, product innovations, and competitors' products, prices, and sales.",0.5066666666666667,,0.22666666666666666,,0.26666666666666666,,
monitor markets or positions.,0.49019607843137253,0.12418300653594772,0.1633986928104575,,0.1176470588235294,0.1045751633986928,
"monitor network performance to determine whether adjustments need to be made, and to determine where changes will need to be made in the future.",0.4225352112676056,0.2112676056338028,0.2253521126760564,,0.14084507042253522,,
"monitor nutrition of children, elderly, or other high-risk groups.",0.375,,0.375,,0.25,,
monitor or track project milestones and deliverables.,0.4285714285714285,,,,0.5714285714285714,,
monitor patients' conditions and progress and reevaluate treatments as necessary.,,,,,1.0,,
monitor patients' medication usage and results.,,,,,1.0,,
monitor patients' progress and adjust treatments accordingly.,,0.46551724137931033,,,0.5344827586206896,,
"monitor project activities to ensure that instructions are followed, deadlines are met, and schedules are maintained.",,,,,1.0,,
monitor sales activities to ensure that customers receive satisfactory service and quality goods.,0.5757575757575758,,,,0.4242424242424242,,
monitor sales staff performance to ensure that goals are met.,0.4722222222222222,,,,0.5277777777777778,,
monitor security system performance logs to identify problems and notify security specialists when problems occur.,,0.3617021276595745,,,0.6382978723404257,,
monitor students' progress and provide students and teachers with assistance in resolving any problems.,,,,,1.0,,
monitor supplier performance to assess ability to meet quality and delivery requirements.,0.35714285714285715,,,,0.21428571428571427,0.4285714285714285,
"monitor systems for intrusions or denial of service attacks, and report security breaches to appropriate personnel.",0.19718309859154928,0.28169014084507044,0.3028169014084507,,0.1056338028169014,0.11267605633802819,
monitor the flow of energy in response to changes in consumer demand.,,,,,1.0,,
monitor the revenue activity of the hotel or facility.,,,,,1.0,,
monitor use of data files and regulate access to safeguard information in computer files.,,,0.5,,0.5,,
"monitor work of contractors and subcontractors to ensure projects conform to plans, specifications, schedules, or budgets.",,,,,1.0,,
"monitor, evaluate, and record client progress according to measurable goals described in treatment and care plan.",,,,,1.0,,
"monitor, evaluate, and record client progress with respect to treatment goals.",0.4871794871794872,,,,0.10256410256410256,0.41025641025641024,
"monitor, record, and report symptoms or changes in patients' conditions.",,,,,1.0,,
narrate presentations and productions.,0.37810945273631835,,0.3880597014925373,,0.09950248756218906,0.13432835820895525,
negotiate details of contracts and payments.,,,,,1.0,,
negotiate prices or terms of sales or service agreements.,,,,,0.33333333333333326,0.6666666666666665,
"negotiate the sale, lease, or development of property and complete or review appropriate documents and forms.",0.33333333333333326,,,,0.0975609756097561,0.5691056910569106,
"negotiate, renegotiate, and administer contracts with suppliers, vendors, and other representatives.",,,,,0.4807692307692308,0.5192307692307693,
none,0.3709752574437351,0.04426634360001864,0.2977028097479148,0.10237174409393784,,0.14023111690974324,0.044452728204650294
notify supervisor or computer maintenance technicians of equipment malfunctions.,0.4285714285714285,,,,0.5714285714285714,,
"observe action of microorganisms upon living tissues of plants, higher animals, and other microorganisms, and on dead organic matter.",,,0.6666666666666665,,0.33333333333333326,,
"observe and document client reactions, progress, or other outcomes related to art therapy.",0.5555555555555556,,,,0.4444444444444444,,
"observe and evaluate children's performance, behavior, social development, and physical health.",,,,,1.0,,
"observe and evaluate students' performance, behavior, social development, and physical health.",,,,,0.4516129032258064,0.5483870967741935,
observe and evaluate students' work to determine progress and make suggestions for improvement.,0.2515337423312884,,,,0.03374233128834356,0.29754601226993865,0.41717791411042954
"observe and evaluate students' work to determine progress, provide feedback, and make suggestions for improvement.",0.20616686819830712,,0.02176541717049577,0.015114873035066508,0.008464328899637243,0.32285368802902054,0.4256348246674728
"observe and provide feedback on instructional techniques, presentation methods, or instructional aids.",,,,,0.41666666666666674,0.5833333333333334,
"observe and report on social, economic, and political trends that might affect employers.",,,0.5666666666666665,,0.43333333333333335,,
"observe children's behavior for irregularities, take temperature, transport children to doctor, or administer medications, as directed, to maintain children's health.",0.31914893617021284,,0.4042553191489361,,0.2765957446808511,,
observe clients' food selections and recommend alternate economical and nutritional food choices.,0.34177215189873417,,,,0.4683544303797469,0.189873417721519,
"observe color of products being baked and adjust oven temperatures, humidity, or conveyor speeds accordingly.",,,,,1.0,,
"observe or examine patients to detect symptoms that may require medical attention, such as bruises, open wounds, or blood in urine.",,,,,1.0,,
"observe patients' attendance, progress, attitudes, and accomplishments and record and maintain information in client records.",0.5344827586206896,,,,0.05172413793103448,0.41379310344827586,
"observe students' performance, and record relevant data to assess progress.",,,,,1.0,,
"observe teaching methods and examine learning materials to evaluate and standardize curricula and teaching techniques, and to determine areas where improvement is needed.",0.3294117647058823,,,,0.10588235294117648,0.28235294117647053,0.28235294117647053
"observe, analyze, and record patients' participation, reactions, and progress during treatment sessions, modifying treatment programs as needed.",,,,,1.0,,
obtain agreements from property owners to place properties for sale with real estate firms.,,,,,0.4,0.6,
"obtain and analyze information on suspects, crimes, or disturbances to solve cases, to identify criminal activity, or to gather information for court cases.",0.2786885245901639,,0.4426229508196721,,0.2786885245901639,,
"obtain and assemble data to complete architectural designs, visiting job sites to compile measurements as necessary.",,,,,1.0,,
"obtain and compile copies of loan applicants' credit histories, corporate financial statements, and other financial information.",0.6666666666666665,,,,0.33333333333333326,,
"obtain and distribute costumes, props, music, and studio equipment needed to complete productions.",,,,,1.0,,
"obtain and distribute updated information regarding domestic or international laws, guidelines, or standards.",0.34615384615384615,,0.40384615384615385,,0.25,,
"obtain and evaluate information on factors such as reporting formats required, costs, and security needs to determine hardware configuration.",,,,,1.0,,
"obtain and study information about clients' products, needs, problems, advertising history, and business practices to offer effective sales presentations and appropriate product assistance.",0.6238532110091743,,0.13761467889908255,,0.055045871559633044,0.1834862385321101,
obtain credit information about prospective customers.,,,,,1.0,,
obtain credit information from banks and other credit services.,,,,,1.0,,
obtain information about customer needs or preferences by conferring with sales or purchasing personnel.,0.5428571428571428,,,,0.45714285714285724,,
obtain medical records from previous physicians or other health care providers for the purpose of patient evaluation.,0.64,,,,0.36,,
"obtain, organize, or develop training procedure manuals, guides, or course materials, such as handouts or visual materials.",0.3700787401574803,,,,0.08661417322834647,0.5433070866141733,
offer advice on the purchase or sale of particular securities.,0.3766404199475065,0.04986876640419948,0.3923884514435695,0.01968503937007874,,0.1141732283464567,0.047244094488188976
offer counsel and comfort to bereaved families or friends.,,,,,0.5428571428571428,0.45714285714285724,
offer specific training programs to help workers maintain or improve job skills.,,,,,1.0,,
"open, sort, and distribute incoming correspondence, including faxes and email.",,,,,1.0,,
operate and maintain audio-visual equipment.,,,,,1.0,,
operate car washes.,0.603960396039604,,,,0.39603960396039595,,
"operate computers programmed with accounting software to record, store, and analyze information.",0.3894736842105263,,,,0.28421052631578947,0.3263157894736842,
"operate desktop publishing software and equipment to design, lay out, and produce camera-ready copy.",0.5105421686746988,0.02710843373493976,,,0.025602409638554213,0.43674698795180716,
operate equipment to demonstrate proper use or to analyze malfunctions.,,,,,1.0,,
"operate office equipment, such as voice mail messaging systems, and use word processing, spreadsheet, or other software applications to prepare reports, invoices, financial statements, letters, case histories, or medical records.",0.5434782608695652,,,,0.45652173913043476,,
"operate office machines, such as photocopiers and scanners, facsimile machines, voice mail systems, and personal computers.",0.4,0.08695652173913043,0.3869565217391304,,0.0391304347826087,0.08695652173913043,
operate spreadsheet programs and other types of software to load and manipulate data and to produce reports.,0.5213675213675214,,,,0.24786324786324787,0.2307692307692308,
"operate testing equipment, such as heat stress meters, octave band analyzers, motion analysis equipment, inclinometers, light meters, velometers, sling psychrometers, or colormetric detection tubes.",,,0.44,,0.34666666666666673,0.21333333333333335,
"operate typing, adding, calculating, or billing machines.",,,,,1.0,,
"operate ultrasound equipment to produce and record images of the motion, shape, and composition of blood, organs, tissues, or bodily masses, such as fluid accumulations.",0.4358974358974359,,,,0.5641025641025641,,
"operate underwater video, sonar, recording, or related equipment to investigate underwater structures or marine life.",,,,,1.0,,
"optimize digital assets, such as text, graphics, or multimedia assets, for search engine optimization (seo) or for display and usability on internet-connected devices.",0.41509433962264164,,,,0.18867924528301888,0.3962264150943396,
optimize shopping cart experience or web site conversion rates against key performance indicators (kpis).,0.39195979899497485,0.1658291457286432,0.12562814070351758,,0.02512562814070352,0.2914572864321608,
optimize web site exposure by analyzing search engine patterns to direct online placement of keywords or other content.,0.45263157894736844,,0.18947368421052638,,0.10526315789473684,0.2526315789473684,
order or purchase merchandise to maintain optimal inventory levels.,,,,,1.0,,
"order, interpret, and evaluate diagnostic tests to identify and assess patient's condition.",,,,,1.0,,
"order, perform, and interpret tests and analyze records, reports, and examination information to diagnose patients' condition.",,,,,1.0,,
"organize and conduct age-appropriate recreational activities, such as games, arts and crafts, sports, walks, and play dates.",,,,,1.0,,
organize and label materials and display students' work.,0.5846153846153846,,,,0.09230769230769231,0.32307692307692304,
"organize and lead activities designed to promote physical, mental, and social development, such as games, arts and crafts, music, and storytelling.",0.41025641025641024,,,,0.07692307692307693,0.5128205128205128,
"organize and lead activities designed to promote physical, mental, and social development, such as games, arts and crafts, music, storytelling, and field trips.",,,,,0.5555555555555556,0.4444444444444444,
organize and lead regular religious services.,,,,,0.4,0.6,
"organize and maintain law libraries, documents, and case files.",0.5517241379310345,,,,0.44827586206896564,,
organize and string together raw footage into a continuous whole according to scripts or the instructions of directors and producers.,0.3870967741935484,,,,0.05376344086021505,0.5591397849462365,
"organize and work with detailed office or warehouse records, maintaining files for each policyholder, including policies that are to be reinstated or cancelled.",,,,,1.0,,
organize archival records and develop classification systems to facilitate access to archival materials.,,,,,1.0,,
"organize collections of books, publications, documents, audio-visual aids, and other reference materials for convenient access.",,,,,1.0,,
"organize information for publication and for other means of dissemination, such as use in cd-roms or internet sites.",0.5486862442040186,0.010510046367851623,0.053786707882534784,0.022874806800618243,,0.3489953632148377,0.015146831530139104
"organize material and complete writing assignment according to set standards regarding order, clarity, conciseness, style, and terminology.",0.3789556962025317,0.013449367088607595,0.08148734177215192,0.011867088607594937,,0.4794303797468354,0.03481012658227848
"organize or engage in interfaith, community, civic, educational, or recreational activities sponsored by or related to religious programs.",0.5263157894736842,,,,0.02631578947368421,0.4473684210526316,
organize production and design of curriculum materials.,0.5526315789473685,,,,0.05263157894736842,0.3947368421052632,
organize public exhibits and displays to promote public awareness of diverse and distinctive cultural traditions.,0.4838709677419355,,,,0.0967741935483871,0.41935483870967744,
"organize team information, such as statistics and tournament records, to ensure accessibility for use during events.",,,,,1.0,,
"organize, develop, analyze, test, and prepare special meals such as low-fat, low-cholesterol and chemical-free meals.",,,,,1.0,,
"organize, lead, and promote interest in recreational activities, such as arts, crafts, sports, games, camping, and hobbies.",0.5,,,,0.04166666666666666,0.45833333333333326,
"oversee publication production, including artwork, layout, computer typesetting, and printing, ensuring adherence to deadlines and budget requirements.",,,,,1.0,,
oversee the flow of cash or financial instruments.,,,,,1.0,,
"participate in all levels of bioproduct development, including proposing new products, performing market analyses, designing and performing experiments, and collaborating with operations and quality control teams during product launches.",0.4090909090909091,,0.18181818181818182,,0.1,0.3090909090909091,
"participate in campus and community events, such as giving presentations to the public.",0.4067796610169492,,,,0.06779661016949153,0.5254237288135594,
participate in campus and community events.,,,,,1.0,,
"participate in cultural and literary activities, such as traveling abroad and attending performing arts events.",,,,,1.0,,
"participate in job development and placement programs, contacting prospective employers, placing clients in jobs, and evaluating the success of placements.",,,,,1.0,,
participate in mediation and dispute resolution.,,,,,1.0,,
"participate in student recruitment, registration, and placement activities.",0.4657534246575342,,,,0.06849315068493152,0.4657534246575342,
"participate in student recruitment, selection, and admission, making admissions recommendations when required to do so.",,,,,1.0,,
"participate in the administration of municipal elections, such as preparation or distribution of ballots, appointment or training of election officers, or tabulation or certification of results.",0.36363636363636365,,0.4,,0.23636363636363641,,
participate in the development of product specifications.,,,,,1.0,,
participate in the development of study protocols including guidelines for administration or data collection procedures.,,,,,1.0,,
participate in the development or implementation of online marketing strategy.,,,,,1.0,,
"participate in the hiring process by reviewing credentials, conducting interviews, or making hiring decisions or recommendations.",0.42718446601941745,,,,0.10679611650485436,0.46601941747572817,
"participate in the inspection, grading, sorting, storage, and post-harvest treatment of crops.",,,0.40540540540540543,,0.5945945945945946,,
participate in the preparation of reports or scientific publications.,,,,,1.0,,
"participate in the recruitment of employees through job fairs, career days, or advertising plans.",0.4594594594594595,,,,0.08108108108108109,0.4594594594594595,
"participate in the research, development, or manufacturing of medicinal and pharmaceutical preparations.",0.4107142857142857,,0.39285714285714285,,0.19642857142857142,,
participate in the work of subordinates to facilitate productivity or to overcome difficult aspects of work.,0.2928774928774929,0.0245014245014245,0.037037037037037035,0.015384615384615384,,0.5447293447293449,0.08547008547008547
"perform a variety of clerical and office tasks, such as handling incoming and outgoing mail, completing and submitting insurance claims, typing, filing, and operating office machines.",,,,,1.0,,
"perform a variety of duties as requested by client, such as obtaining household supplies or running errands.",,,,,1.0,,
"perform a variety of office, clerical, or accounting duties, such as reception, billing, bookkeeping, or selling products.",,,,,1.0,,
"perform accounting and bookkeeping activities, such as invoicing, maintaining financial records, budgeting, and handling cash.",,,,,1.0,,
"perform accounting duties, such as bookkeeping, billing customers for services, or maintaining inventories.",,,,,1.0,,
"perform accounting duties, such as recording daily cash flow, preparing bank deposits, or generating financial statements.",,,,,1.0,,
perform administrative duties such as serving as department head.,0.5,,,,0.14035087719298245,0.35964912280701755,
"perform administrative duties, such as compiling and maintaining records, completing forms, preparing reports, or composing correspondence.",0.4146341463414634,,,,0.1463414634146341,0.4390243902439025,
"perform administrative duties, such as preparing sales budgets and reports, keeping sales records, and filing expense account reports.",0.4566929133858268,,,,0.06299212598425197,0.48031496062992124,
"perform administrative or business management tasks, such as scheduling appointments, accepting payments from clients, budgeting, or maintaining business records.",,,,,1.0,,
"perform administrative support tasks, such as proofreading, transcribing handwritten information, or operating calculators or computers to work with pay records, invoices, balance sheets, or other documents.",,,,,1.0,,
"perform administrative tasks such as applying for grants, developing budgets, negotiating contracts, and designing and printing programs and other promotional materials.",0.3717391304347826,,0.041304347826086954,,0.06304347826086956,0.5239130434782608,
"perform administrative tasks, such as accepting orders, scheduling appointments or meeting rooms, or sending and receiving faxes.",,,,,1.0,,
"perform bookkeeping duties, such as credits or collections, preparing and sending financial statements or bills, and keeping financial records.",,,,,1.0,,
"perform business management duties, such as maintaining records or files, preparing reports, or ordering supplies or equipment.",0.673076923076923,,,,0.038461538461538464,0.28846153846153844,
"perform clerical duties such as composing, typing and proofreading documents, scheduling appointments and meetings, handling mail and posting public notices.",0.4444444444444444,,,,0.2,0.35555555555555557,
"perform clerical duties such as typing, proofreading, and sorting mail.",0.3697478991596639,,,,0.14285714285714285,0.48739495798319327,
"perform clerical duties, such as taking inventory, ordering supplies, answering telephone, taking messages, or filling out forms.",,,,,1.0,,
"perform clerical tasks, such as answering phones or distributing mail.",0.33333333333333326,,,,0.31372549019607837,0.35294117647058826,
"perform clerical tasks, such as typing, filing, and microfilm photography.",,,,,1.0,,
"perform complex calculations as part of the analysis and evaluation of data, using computers.",0.6666666666666665,,,,0.33333333333333326,,
"perform computer programming, data analysis, or software development for geographic information systems (gis) applications, including the maintenance of existing systems or research and development for future enhancements.",0.4027777777777778,0.25,,,0.09722222222222224,0.25,
"perform cost-benefit analyses to compare operating programs, review financial requests, or explore alternative financing methods.",,,,,0.4230769230769231,0.5769230769230769,
perform data backups and disaster recovery operations.,0.22388059701492538,,0.4328358208955223,,0.34328358208955223,,
"perform database verifications, using computers.",,,,,0.7222222222222221,,0.2777777777777778
"perform experiments and computer modeling to study the nature, structure, and physical and chemical properties of metals and their alloys, and their responses to applied forces.",0.21428571428571427,,0.4857142857142857,,0.04285714285714286,0.16190476190476188,0.09523809523809523
"perform financial calculations, such as amounts due, interest charges, balances, discounts, equity, and principal.",0.5112994350282486,0.042372881355932195,0.1497175141242938,,0.002824858757062147,0.211864406779661,0.08192090395480225
"perform general administrative tasks, such as keeping records or writing reports.",0.43609022556390975,,,,0.09774436090225563,0.46616541353383456,
"perform general office duties, such as answering telephones, taking dictation, or completing insurance forms.",,,,,1.0,,
"perform general office duties, such as filing, answering telephones, and handling routine correspondence.",,,,,1.0,,
"perform general office duties, such as ordering supplies, maintaining records management database systems, and performing basic bookkeeping work.",,,,,1.0,,
"perform general office duties, such as taking or transcribing dictation, typing or proofreading correspondence, distributing or filing official forms, or scheduling appointments.",,,,,1.0,,
"perform geospatial data building, modeling, or analysis, using advanced spatial analysis, data manipulation, or cartography software.",0.4339622641509434,,,,0.5660377358490566,,
"perform humorous and serious interpretations of emotions, actions, and situations, using body movements, facial expressions, and gestures.",0.3661971830985916,,,,0.6338028169014085,,
"perform initial debugging procedures by reviewing configuration files, logs, or code pieces to determine breakdown source.",0.22978994271164863,0.3857415658816041,0.18714194780394652,0.06556333545512412,,0.037555697008274984,0.09420751113940164
"perform laboratory procedures following protocols including deoxyribonucleic acid (dna) sequencing, cloning and extraction, ribonucleic acid (rna) purification, or gel electrophoresis.",,,,,1.0,,
"perform laboratory tests on blood, urine, or feces, such as urinalyses or blood counts, to assist in the diagnosis and treatment of animal health problems.",,,,,1.0,,
perform marketing and advertising services.,,,,,1.0,,
perform narration of productions or present announcements.,0.6521739130434783,,,,0.34782608695652173,,
perform needs assessments or consult with clients to determine the types of research and information required.,0.8604651162790699,,,,0.13953488372093023,,
"perform ongoing hardware and software maintenance operations, including installing or upgrading hardware or software.",0.31182795698924726,0.31182795698924726,0.26881720430107525,,0.1075268817204301,,
"perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt to new requirements.",0.4417009602194788,0.19615912208504802,0.07270233196159122,,0.015089163237311385,0.23593964334705078,0.038408779149519894
"perform or evaluate research, such as detailed company or industry analyses, to inform financial forecasting, decision making, or valuation.",0.4782608695652174,,0.20772946859903382,,0.0966183574879227,0.21739130434782608,
"perform or interpret the outcomes of diagnostic imaging procedures including magnetic resonance imaging (mri), computer tomography (ct), positron emission tomography (pet), nuclear cardiology treadmill studies, mammography, or ultrasound.",0.2711864406779661,,0.4576271186440678,,0.2711864406779661,,
"perform other clerical duties such as answering telephone, sorting and distributing mail, running errands or sending faxes.",,,,,1.0,,
"perform payroll functions, such as maintaining timekeeping information and processing and submitting payroll.",,,,,1.0,,
"perform quality control audits to ensure accuracy, completeness, or proper usage of clinical systems and data.",,,,,1.0,,
perform risk analyses so that appropriate countermeasures can be developed.,0.5384615384615384,,,,0.4615384615384615,,
perform risk assessments and execute tests of data processing system to ensure functioning of data processing activities and security measures.,0.1821428571428571,0.23214285714285715,0.375,,0.014285714285714285,0.08928571428571429,0.10714285714285714
"perform routine and scheduled maintenance services, such as oil changes, lubrications, and tune-ups.",,,0.48484848484848475,,0.5151515151515152,,
"perform routine system administrative functions such as troubleshooting, back-ups, and upgrades.",0.273960279565428,0.32350702373538165,0.272507092934745,0.03944363711853851,,0.06823057227873504,0.02235139436717182
"perform searches for qualified job candidates, using sources such as computer databases, networking, internet recruiting resources, media advertisements, job fairs, recruiting firms, or employee referrals.",0.4420289855072464,,,,0.12318840579710147,0.43478260869565216,
perform securities valuation or pricing.,,,,,1.0,,
perform security analyses of developed or packaged software components.,0.2779973649538867,0.10408432147562582,0.31488801054018445,,0.015810276679841896,0.1251646903820817,0.16205533596837945
"perform statistical analyses, such as social network pattern analysis, network modeling, discrete event simulation, agent-based modeling, statistical natural language processing, computational sociology, mathematical optimization, or systems dynamics.",,,,,1.0,,
"perform system analysis, data analysis or programming, using a variety of computer languages and procedures.",0.44827586206896564,,0.33333333333333326,,0.2183908045977012,,
"perform various administrative tasks, such as typing documents or answering telephone calls.",0.5238095238095238,,,,0.11428571428571428,0.3619047619047619,
"perform various data entry or word processing tasks, such as updating phone directories, typing or proofreading documents, or creating schedules.",0.4042553191489361,,,,0.1276595744680851,0.46808510638297884,
photograph objects for documentation.,0.5211267605633801,,,,0.2323943661971831,0.24647887323943662,
"plan and administer biological research programs for government, research firms, medical industries, or manufacturing firms.",,,,,1.0,,
"plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.",0.4444444444444444,,0.23148148148148148,,0.07407407407407407,0.25,
"plan and conduct research to develop and test theories about societal issues such as crime, group relations, poverty, and aging.",,,0.6666666666666665,,0.16049382716049382,0.1728395061728395,
