task,directive,feedback_loop,learning,none,task_iteration,validation,not_classified
"Interpret and explain human resources policies, procedures, laws, standards, or regulations.",0.7042,0.0141,0.18309999999999998,0.042300000000000004,0.042300000000000004,0.0141,0.0
"Interpret and explain information such as eligibility requirements, application details, payment methods, and applicants' legal rights.",0.6202000000000001,0.0625,0.1923,0.0192,0.0144,0.0913,0.0
"Interpret and explain laws and regulations to travelers, prospective immigrants, shippers, and manufacturers.",0.8297,0.0036,0.1232,0.0181,0.0109,0.014499999999999999,0.0
"Interpret and explain policies, rules, regulations, or laws to organizations, government or corporate officials, or individuals.",0.6379,0.0345,0.2069,0.0603,0.0259,0.0345,0.0
"Interpret data from traffic modeling software, geographic information systems, or associated databases.",0.9523999999999999,0.047599999999999996,0.0,0.0,0.0,0.0,0.0
"Interpret data on price, yield, stability, future investment-risk trends, economic influences, and other factors affecting investment programs.",0.9326000000000001,0.0538,0.0015,0.0008,0.003,0.0083,0.0
"Interpret data, reports, maps, photographs, or charts to predict long- or short-range weather conditions, using computer models and knowledge of climate theory, physics, and mathematics.",0.9828,0.0029,0.0,0.0,0.0029,0.0115,0.0
"Interpret engineering sketches, specifications, or drawings.",0.9173,0.0077,0.051399999999999994,0.0012,0.0165,0.0059,0.0
Interpret exercise program participant data to evaluate progress or identify needed program changes.,0.875,0.0625,0.0625,0.0,0.0,0.0,0.0
Interpret government regulations and applicable codes to ensure compliance.,0.9262999999999999,0.0033,0.0073,0.002,0.0046,0.0564,0.0
Interpret indicators to ascertain the overall health of an environment.,0.9207,0.0661,0.0132,0.0,0.0,0.0,0.0
"Interpret laws, rulings and regulations for individuals and businesses.",0.6889,0.020499999999999997,0.1536,0.0141,0.0819,0.040999999999999995,0.0
"Interpret or evaluate test results in accordance with applicable codes, standards, specifications, or procedures.",0.8042,0.0909,0.0,0.0,0.006999999999999999,0.09789999999999999,0.0
Interpret regulatory rules or rule changes and ensure that they are communicated through corporate policies and procedures.,0.9211,0.0,0.0526,0.0,0.0,0.0263,0.0
Interpret results of financial analysis procedures.,0.9509000000000001,0.0179,0.0,0.0,0.0134,0.0179,0.0
Interpret test information to resolve design-related problems.,0.8523000000000001,0.0966,0.0,0.0,0.0227,0.028399999999999998,0.0
"Interpret test results, compare them to established specifications and control limits, and make recommendations on appropriateness of data for release.",0.9093000000000001,0.032,0.0,0.0027,0.0,0.055999999999999994,0.0
Interview and hire workers.,0.619,0.23809999999999998,0.0,0.09519999999999999,0.047599999999999996,0.0,0.0
"Interview clients individually, in families, or in groups, assessing their situations, capabilities, and problems to determine what services are required to meet their needs.",0.3889,0.3333,0.0,0.22219999999999998,0.0,0.0556,0.0
"Interview clients to determine clients' assets, liabilities, cash flow, insurance coverage, tax status, or financial objectives.",0.6333,0.16670000000000001,0.0333,0.1333,0.0,0.0333,0.0
Interview clients to determine what kinds of properties they are seeking.,0.4648,0.3028,0.0141,0.1479,0.0704,0.0,0.0
"Interview clients to obtain information about employment history, educational background, and career goals, and to identify barriers to employment.",0.3796,0.21530000000000002,0.0,0.39380000000000004,0.0113,0.0,0.0
Interview job applicants to obtain and verify information used to screen and evaluate them.,0.3189,0.17300000000000001,0.0,0.49729999999999996,0.0054,0.0054,0.0
"Interview job applicants to obtain information on work history, training, education, or job skills.",0.33020000000000005,0.27940000000000004,0.0027,0.381,0.004,0.0027,0.0
Interview patients to document symptoms and health histories.,0.34619999999999995,0.5513,0.0192,0.0833,0.0,0.0,0.0
Interview patients to obtain comprehensive medical histories.,0.20989999999999998,0.6297999999999999,0.011000000000000001,0.1381,0.0,0.011000000000000001,0.0
"Interview patients to obtain information, such as complaints, symptoms, medical histories, and family histories.",0.3481,0.5185,0.0222,0.0815,0.0074,0.0222,0.0
Interview people to gather information about historical events and to record oral histories.,0.2727,0.2273,0.0,0.4545,0.0,0.0455,0.0
"Interview prospective clients to obtain data about their financial resources and needs, the physical condition of the person or property to be insured, and to discuss any existing coverage.",0.6154,0.3333,0.0128,0.0385,0.0,0.0,0.0
"Interview show guests about their lives, their work, or topics of current interest.",0.6457999999999999,0.0417,0.0417,0.25,0.0208,0.0,0.0
"Invent names for products and write the slogans that appear on packaging, brochures and other promotional material.",0.878,0.0,0.0,0.08130000000000001,0.0407,0.0,0.0
Investigate activities of institutions to enforce laws and regulations and to ensure legality of transactions and operations or financial solvency.,0.9259000000000001,0.0,0.0,0.037000000000000005,0.0,0.037000000000000005,0.0
Investigate customer or public complaints to determine the nature and extent of problems.,0.8540000000000001,0.10220000000000001,0.0146,0.017,0.0097,0.0024,0.0
Investigate customer problems referred by technical support.,0.7541,0.1311,0.016399999999999998,0.06559999999999999,0.032799999999999996,0.0,0.0
Investigate equipment failures or difficulties to diagnose faulty operation and recommend remedial actions.,0.7820999999999999,0.1568,0.018600000000000002,0.0175,0.0144,0.0105,0.0
Investigate illegal or suspicious activities.,0.7323999999999999,0.1286,0.0,0.0040999999999999995,0.1307,0.0040999999999999995,0.0
Investigate mechanical failures or unexpected maintenance problems.,0.8695999999999999,0.0435,0.0,0.0435,0.0435,0.0,0.0
"Investigate or resolve operational problems, such as material use variances or bottlenecks.",0.7705,0.1435,0.0149,0.0064,0.0553,0.0096,0.0
"Investigate products or markets to determine areas for opportunity or viability for merchandising specific products, using online or offline sources.",0.8793000000000001,0.051699999999999996,0.0,0.0172,0.0345,0.0172,0.0
"Investigate security incidents, using computer forensics, network forensics, root cause analysis, or malware analysis.",0.75,0.035699999999999996,0.0,0.0,0.07139999999999999,0.1429,0.0
"Investigate system component suitability for specified purposes, and make recommendations regarding component use.",0.8915000000000001,0.0217,0.0461,0.0045000000000000005,0.0235,0.0127,0.0
Issue notices and recommend corrective actions when infractions or problems are found.,0.794,0.0508,0.008100000000000001,0.0387,0.019299999999999998,0.0891,0.0
Keep detailed logs of all work-related activities.,0.8287,0.06480000000000001,0.0139,0.0694,0.0231,0.0,0.0
"Keep informed regarding pending industry changes, trends, or best practices.",0.9451,0.011000000000000001,0.033,0.011000000000000001,0.0,0.0,0.0
Keep records and accounts.,0.76,0.24,0.0,0.0,0.0,0.0,0.0
Keep records of client needs and preferences and the services provided.,0.6416,0.1069,0.0126,0.2108,0.0202,0.008,0.0
Keep records of invoices and support documents.,0.8946999999999999,0.0702,0.0,0.0175,0.0175,0.0,0.0
Keep records of work performed.,0.9565,0.0,0.0,0.0435,0.0,0.0,0.0
Keep records or prepare reports for owner or management concerning visits with clients.,0.96,0.0,0.0,0.0,0.04,0.0,0.0
Key and program specified commands and engineering specifications into computer system to change functions and test final layout.,0.8468000000000001,0.1106,0.0,0.0085,0.034,0.0,0.0
Key in processing instructions to program electronic equipment.,0.8070999999999999,0.0857,0.0,0.07139999999999999,0.035699999999999996,0.0,0.0
"Lead discussion sections, tutorials, or laboratory sections.",0.22699999999999998,0.1945,0.4113,0.059699999999999996,0.0495,0.057999999999999996,0.0
"Lead party games, such as dance-offs or prize giveaways.",0.2006,0.7506999999999999,0.0029,0.0401,0.005699999999999999,0.0,0.0
Learn about competitors' products or consumers' interests or concerns to answer questions or provide more complete information.,0.9167000000000001,0.0833,0.0,0.0,0.0,0.0,0.0
"Listen to and resolve customer complaints regarding services, products, or personnel.",0.7353000000000001,0.1765,0.0588,0.0294,0.0,0.0,0.0
Listen to music before playing at events to ensure recordings are appropriate and meet quality standards.,0.8809999999999999,0.09519999999999999,0.0,0.023799999999999998,0.0,0.0,0.0
"Listen to speakers' statements to determine meanings and to prepare translations, using electronic listening systems as necessary.",0.7,0.1,0.0,0.2,0.0,0.0,0.0
Locate and contact potential clients to offer advertising services.,0.8332999999999999,0.0833,0.0,0.0833,0.0,0.0,0.0
"Locate and correct data entry errors, or report them to supervisors.",0.8794,0.0638,0.0,0.0070999999999999995,0.028399999999999998,0.0213,0.0
"Locate and deliver information or data as requested by customers, such as contractors, government entities, and members of the public.",0.8294,0.044800000000000006,0.0537,0.0181,0.049100000000000005,0.005,0.0
"Locate and monitor overdue accounts, using computers and a variety of automated systems.",0.9394,0.030299999999999997,0.0,0.0,0.030299999999999997,0.0,0.0
"Locate and notify customers of delinquent accounts by mail, telephone, or personal visits to solicit payment.",0.9028,0.0694,0.0,0.0139,0.0139,0.0,0.0
"Locate and record data on sales of comparable property using specialized software, internet searches, or personal records.",0.8845999999999999,0.0308,0.0,0.0385,0.0385,0.0077,0.0
"Locate files relating to specified design project in database library, load program into computer, and record completed job data.",0.9176000000000001,0.0,0.0,0.0706,0.0118,0.0,0.0
Locate items requested by customers.,0.7843000000000001,0.125,0.0147,0.0417,0.0294,0.0049,0.0
"Locate suppliers, using sources such as catalogs and the internet, and interview them to gather information about products to be ordered.",0.902,0.06860000000000001,0.0,0.0196,0.0,0.0098,0.0
Locate unusual or unique information in response to specific requests.,0.9553,0.0177,0.0066,0.0044,0.011000000000000001,0.0049,0.0
"Mail newsletters, promotional material, or other information.",1.0,0.0,0.0,0.0,0.0,0.0,0.0
Maintain a safe working environment by monitoring safety procedures and equipment.,0.8438,0.125,0.0,0.0313,0.0,0.0,0.0
"Maintain and administer computer networks and related computing environments, including computer hardware, systems software, applications software, and all configurations.",0.7619,0.23809999999999998,0.0,0.0,0.0,0.0,0.0
Maintain and promote a positive attitude toward clients and their treatment programs.,0.36,0.42,0.04,0.14,0.02,0.02,0.0
"Maintain and review account records, updating and recategorizing them according to status changes.",0.848,0.08929999999999999,0.003,0.0378,0.0189,0.003,0.0
"Maintain and review computerized or manual records of purchased items, costs, deliveries, product performance, and inventories.",0.8190000000000001,0.10339999999999999,0.0,0.0172,0.051699999999999996,0.0086,0.0
Maintain and update organization information technology applications and network systems blueprints.,0.7692,0.1282,0.0,0.0897,0.0128,0.0,0.0
Maintain awareness of new and emerging computational methods and technologies.,0.6667000000000001,0.0,0.047599999999999996,0.2857,0.0,0.0,0.0
Maintain case history records and prepare reports.,0.9523999999999999,0.047599999999999996,0.0,0.0,0.0,0.0,0.0
Maintain client databases.,0.762,0.1106,0.0031,0.09119999999999999,0.031200000000000002,0.0019,0.0
Maintain customer records using automated systems.,0.8772,0.0702,0.0,0.0351,0.0175,0.0,0.0
"Maintain customer records, using automated systems.",0.8415,0.09759999999999999,0.0,0.012199999999999999,0.048799999999999996,0.0,0.0
"Maintain daily logs of operation, maintenance, and safety activities, including test results, instrument readings, and details of equipment malfunctions and maintenance work.",0.9,0.0667,0.0,0.0333,0.0,0.0,0.0
Maintain databases of logistics information.,0.8286,0.0786,0.0,0.0786,0.0143,0.0,0.0
"Maintain hardware and software, including computers, media equipment, scanners, color copiers, and color laser printers.",0.8684000000000001,0.0789,0.0,0.0263,0.0263,0.0,0.0
Maintain input or data quality of risk management systems.,0.88,0.1,0.0,0.02,0.0,0.0,0.0
Maintain inventory records.,0.8077,0.11539999999999999,0.0,0.0,0.07690000000000001,0.0,0.0
Maintain logistics records in accordance with corporate policies.,0.7,0.2,0.0,0.05,0.05,0.0,0.0
Maintain logs of activities and completed work.,0.7938,0.031,0.0,0.16519999999999999,0.009000000000000001,0.001,0.0
"Maintain metrics, reports, process documentation, customer service logs, or training or safety records.",0.8462000000000001,0.11539999999999999,0.0,0.0385,0.0,0.0,0.0
"Maintain operations data, such as time, production, and cost records, and prepare management reports of production results.",0.8,0.1714,0.0,0.0286,0.0,0.0,0.0
"Maintain or update business intelligence tools, databases, dashboards, systems, or methods.",0.8183,0.09539999999999998,0.0014000000000000002,0.0475,0.0338,0.0036,0.0
"Maintain or update records of client account activity, including financial transactions, counseling session notes, correspondence, document images, or client inquiries.",0.8125,0.0625,0.0,0.0,0.125,0.0,0.0
"Maintain or verify records of time, materials, expenditures, or crew activities.",0.9,0.0273,0.0091,0.0182,0.0182,0.0273,0.0
Maintain process parameters and evaluate process anomalies.,0.8661,0.0787,0.0,0.0315,0.0,0.0236,0.0
Maintain project logbook records or computer program files.,0.8583,0.0417,0.0,0.0917,0.0083,0.0,0.0
"Maintain records and compile statistical reports concerning personnel-related data, such as hires, transfers, performance appraisals, and absenteeism rates.",0.9355,0.0323,0.0,0.0108,0.0108,0.0108,0.0
Maintain records and logbooks.,0.7581,0.0645,0.0,0.17739999999999997,0.0,0.0,0.0
"Maintain records of business transactions and product inventories, reporting data to companies or government agencies as necessary.",0.8689,0.016399999999999998,0.0,0.0984,0.016399999999999998,0.0,0.0
"Maintain records of contacts, accounts, and orders.",0.8765000000000001,0.11109999999999999,0.0,0.0,0.0123,0.0,0.0
"Maintain records of daily data communication transactions, problems and remedial actions taken, or installation activities.",0.7986,0.0718,0.0,0.1204,0.0069,0.0023,0.0
Maintain records of evidence and write and review reports.,0.9473999999999999,0.0351,0.0,0.0,0.0,0.0175,0.0
Maintain records of performance reports for future reference.,0.7,0.15,0.0,0.15,0.0,0.0,0.0
"Maintain records, document actions, and present written progress reports.",0.9146,0.0601,0.0032,0.0063,0.0127,0.0032,0.0
"Maintain required records of work hours, budgets, payrolls, and other information.",0.9,0.1,0.0,0.0,0.0,0.0,0.0
Maintain scheduling and event calendars.,0.8295999999999999,0.0765,0.0049,0.042,0.0444,0.0025,0.0
Maintain system logs or manuals to document testing or operation of equipment.,0.7794,0.0,0.0,0.2206,0.0,0.0,0.0
Maintain technical project files.,0.8478,0.10869999999999999,0.0,0.0,0.0435,0.0,0.0
Maintain treatment records.,0.75,0.0962,0.0192,0.1346,0.0,0.0,0.0
"Maintain updated client records with plans, notes, appropriate forms, or related information.",0.7752,0.124,0.0155,0.054299999999999994,0.031,0.0,0.0
"Maintain wellness- and fitness-related schedules, records, or reports.",0.75,0.0682,0.0,0.0682,0.11359999999999999,0.0,0.0
"Make and confirm reservations for transportation and accommodations, using telephones, faxes, mail, and computers.",0.6667000000000001,0.23809999999999998,0.0,0.0,0.047599999999999996,0.047599999999999996,0.0
Make and confirm reservations.,0.8276,0.10339999999999999,0.0,0.0,0.0345,0.0345,0.0
"Make clinical recommendations to physicians, other health care providers, insurance companies, patients, or health care organizations.",0.8271,0.0301,0.0301,0.0301,0.0301,0.0526,0.0
"Make decisions that balance the perspectives of private citizens, public officials, and party leaders.",0.7705,0.1967,0.032799999999999996,0.0,0.0,0.0,0.0
Make manuscript acceptance or revision recommendations to the publisher.,0.8736,0.0,0.0,0.0115,0.046,0.069,0.0
Make recommendations to management concerning such issues as staffing decisions or procedural changes.,0.8787999999999999,0.0,0.030299999999999997,0.060599999999999994,0.0,0.030299999999999997,0.0
"Make reservations for patrons, such as for dinner, spa treatments, or golf tee times, and obtain tickets to special events.",0.7615000000000001,0.19269999999999998,0.0,0.0183,0.0275,0.0,0.0
"Manage activities related to strategic or tactical purchasing, material requirements planning, controlling inventory, warehousing, or receiving.",0.6522,0.3043,0.0,0.0435,0.0,0.0,0.0
Manage and maintain executives' schedules.,0.6888,0.1173,0.0051,0.0663,0.11220000000000001,0.0102,0.0
"Manage backup, security and user help systems.",0.8889,0.0556,0.0,0.0,0.0556,0.0,0.0
"Manage client portfolios, keeping client plans up-to-date.",0.8939,0.1061,0.0,0.0,0.0,0.0,0.0
"Manage schedules and set dates, times, and locations for meetings and appointments.",0.7763,0.1162,0.0066,0.043899999999999995,0.0504,0.0066,0.0
Manage user access to systems and equipment through account management and password administration.,0.7391,0.2112,0.0,0.0124,0.0373,0.0,0.0
Match individuals' needs and eligibility with available financial aid programs to provide informed recommendations.,0.88,0.08,0.0,0.04,0.0,0.0,0.0
"Match order forms with invoices, and record the necessary information.",0.9811,0.0189,0.0,0.0,0.0,0.0,0.0
"Measure the effectiveness of marketing, advertising, and communications programs and strategies.",0.938,0.0036,0.0018,0.0009,0.0072,0.048499999999999995,0.0
"Meet with customers to discuss menus for special occasions, such as weddings, parties, or banquets.",0.5,0.09380000000000001,0.0,0.25,0.1563,0.0,0.0
"Meet with department heads, managers, supervisors, vendors, and others, to solicit cooperation and resolve problems.",0.8889,0.0278,0.0,0.0833,0.0,0.0,0.0
Modify and customize commercial programs for internal needs.,0.6327,0.26530000000000004,0.0204,0.0,0.0816,0.0,0.0
"Modify computer security files to incorporate new software, correct errors, or change individual access status.",0.7128,0.23399999999999999,0.0,0.0213,0.0319,0.0,0.0
Modify existing databases and database management systems or direct programmers and analysts to make changes.,0.6899,0.21280000000000002,0.0029,0.0088,0.083,0.0025,0.0
"Modify existing software to correct errors, adapt it to new hardware, or upgrade interfaces and improve performance.",0.5036,0.2834,0.0058,0.0028000000000000004,0.2026,0.0018,0.0
"Modify existing software to correct errors, allow it to adapt to new hardware, or to improve its performance.",0.5331,0.275,0.0064,0.0028000000000000004,0.18230000000000002,0.0006,0.0
"Monitor and analyze network performance and reports on data input or output to detect problems, identify inefficient use of computer resources, or perform capacity planning.",0.9319,0.046799999999999994,0.0085,0.0085,0.0,0.0043,0.0
Monitor and analyze sales promotion results to determine cost effectiveness of promotion campaigns.,0.9299,0.0294,0.0076,0.0038,0.0246,0.004699999999999999,0.0
"Monitor and analyze sales records, trends, or economic conditions to anticipate consumer buying patterns, company sales, and needed inventory.",0.9534999999999999,0.0233,0.0,0.0116,0.0116,0.0,0.0
"Monitor and analyze system performance, such as network traffic, security, and capacity.",0.9013,0.0587,0.0027,0.0187,0.0053,0.013300000000000001,0.0
Monitor and evaluate effectiveness of sustainability programs.,0.9939,0.0,0.0,0.0060999999999999995,0.0,0.0,0.0
Monitor and follow applicable laws and regulations.,0.9455,0.0091,0.0091,0.0091,0.0,0.0273,0.0
Monitor bug resolution efforts and track successes.,0.8358,0.1119,0.0,0.044800000000000006,0.0,0.0075,0.0
"Monitor changes affecting supply and demand, tracking market conditions, price trends, or futures markets.",0.9193000000000001,0.0678,0.0024,0.0018,0.0067,0.002,0.0
Monitor closed-circuit television cameras.,0.9538,0.0385,0.0,0.0077,0.0,0.0,0.0
Monitor compliance systems to ensure their effectiveness.,0.9464,0.0417,0.0,0.006,0.0,0.006,0.0
"Monitor compliance with standard operating procedures for loss prevention, physical security, or risk management.",0.7358,0.11320000000000001,0.0,0.0943,0.0,0.056600000000000004,0.0
Monitor customer preferences to determine focus of sales efforts.,0.8103,0.051699999999999996,0.0,0.1293,0.0086,0.0,0.0
Monitor daily stock prices and compute fluctuations to determine the need for additional collateral to secure loans.,0.7807,0.16670000000000001,0.0088,0.043899999999999995,0.0,0.0,0.0
"Monitor developments in the fields of industrial technology, business, finance, and economic theory.",0.9318000000000001,0.0102,0.0348,0.0102,0.0102,0.0029,0.0
Monitor emerging trends regarding industry regulations to determine potential impacts on organizational processes.,0.9582999999999999,0.0417,0.0,0.0,0.0,0.0,0.0
"Monitor equipment functioning, observe temperature, level, and flow gauges, and perform regular unit checks to ensure that all equipment is operating as it should.",0.8889,0.0556,0.0,0.0556,0.0,0.0,0.0
Monitor equipment to ensure proper operation.,0.9106000000000001,0.0447,0.002,0.038599999999999995,0.0040999999999999995,0.0,0.0
"Monitor events, trends, and other circumstances, research specific subject areas, attend art exhibitions, and read art publications to develop ideas and keep current on art world activities.",0.775,0.075,0.0,0.1,0.05,0.0,0.0
Monitor financial market trends to ensure that client plans are responsive.,0.9356,0.048799999999999996,0.0027,0.0034000000000000002,0.0034000000000000002,0.0060999999999999995,0.0
"Monitor follow-up actions in cases where violations were found, and review compliance monitoring reports.",0.8929,0.07139999999999999,0.0,0.0,0.0,0.035699999999999996,0.0
Monitor functioning of equipment to ensure system operates in conformance with specifications.,0.763,0.1333,0.0,0.10369999999999999,0.0,0.0,0.0
"Monitor fundamental economic, industrial, and corporate developments by analyzing information from financial publications and services, investment banking firms, government agencies, trade publications, company sources, or personal interviews.",0.9773999999999999,0.006,0.008,0.0015,0.0055000000000000005,0.0015,0.0
"Monitor gauges and flowmeters and inspect equipment to ensure that tank levels, temperatures, chemical amounts, and pressures are at specified levels, reporting abnormalities as necessary.",0.8946999999999999,0.0526,0.0,0.0,0.0526,0.0,0.0
"Monitor industry standards, trends, or practices to identify developments in logistics planning or execution.",1.0,0.0,0.0,0.0,0.0,0.0,0.0
Monitor industry statistics and follow trends in trade literature.,0.9693,0.0025,0.013500000000000002,0.0037,0.0074,0.0037,0.0
Monitor inventory levels of products or materials in warehouses.,0.9571,0.0429,0.0,0.0,0.0,0.0,0.0
"Monitor market conditions, innovations, and competitors' services, prices, and sales.",0.9063,0.0,0.0,0.0625,0.0313,0.0,0.0
"Monitor market conditions, product innovations, and competitors' products, prices, and sales.",0.8644,0.0339,0.0169,0.0508,0.0339,0.0,0.0
Monitor markets or positions.,0.8658,0.053899999999999997,0.0066,0.0632,0.0105,0.0,0.0
"Monitor operations to ensure that staff members comply with administrative policies and procedures, safety rules, union contracts, environmental policies, or government regulations.",0.7381,0.07139999999999999,0.0,0.1905,0.0,0.0,0.0
Monitor or analyze market and environmental trends.,0.9553,0.0258,0.0034999999999999996,0.0039000000000000003,0.008,0.0034999999999999996,0.0
Monitor or track project milestones and deliverables.,0.8529000000000001,0.0588,0.0,0.0882,0.0,0.0,0.0
"Monitor patrons' facility use to ensure that rules and regulations are followed, and safety and order are maintained.",0.9231,0.057699999999999994,0.0,0.0192,0.0,0.0,0.0
"Monitor process indicators, instruments, gauges, and meters to detect and report any possible problems.",0.878,0.09759999999999999,0.0,0.0,0.024399999999999998,0.0,0.0
Monitor product quality to ensure compliance with standards and specifications.,0.7936,0.010700000000000001,0.0,0.0018,0.0036,0.19039999999999999,0.0
Monitor program performance to ensure efficient and problem-free operations.,0.8105,0.0478,0.002,0.1364,0.003,0.0002,0.0
Monitor project milestones and deliverables.,0.7217,0.2348,0.0,0.026099999999999998,0.0174,0.0,0.0
"Monitor security policies, programs or procedures to ensure compliance with internal security policies, or applicable government security requirements, policies, and directives.",0.8684000000000001,0.0263,0.0,0.0789,0.0,0.0263,0.0
Monitor security system performance logs to identify problems and notify security specialists when problems occur.,0.9251999999999999,0.0408,0.0,0.027200000000000002,0.0068000000000000005,0.0,0.0
Monitor status of loans and accounts to ensure that payments are up to date.,0.8148000000000001,0.11109999999999999,0.0,0.037000000000000005,0.037000000000000005,0.0,0.0
Monitor system operation to detect potential problems.,0.5986,0.0259,0.001,0.3722,0.0015,0.0008,0.0
"Monitor systems for intrusions or denial of service attacks, and report security breaches to appropriate personnel.",0.8867,0.0273,0.0,0.0703,0.0078000000000000005,0.0078000000000000005,0.0
Monitor use of data files and regulate access to safeguard information in computer files.,0.9516,0.0,0.0,0.0484,0.0,0.0,0.0
Monitor work productivity or quality to ensure compliance with standard operating procedures.,0.8909,0.0369,0.0032,0.0546,0.0,0.0144,0.0
"Monitor, note, report, and investigate suspicious persons and situations, safety hazards, and unusual or illegal activity in patrol area.",0.7585999999999999,0.2414,0.0,0.0,0.0,0.0,0.0
"Monitor, record, and report symptoms or changes in patients' conditions.",0.5861999999999999,0.2414,0.0,0.069,0.069,0.0345,0.0
Negotiate claim settlements or recommend litigation when settlement cannot be negotiated.,0.8234999999999999,0.0588,0.0588,0.0,0.0588,0.0,0.0
Negotiate details of contracts and payments.,0.5882000000000001,0.3529,0.0,0.0,0.0588,0.0,0.0
Negotiate prices or terms of sales or service agreements.,0.6056,0.3099,0.0034999999999999996,0.0634,0.006999999999999999,0.0106,0.0
Network within communities to find and attract new business.,0.7091,0.2,0.0,0.0545,0.0182,0.0182,0.0
Notify command of situation and request assistance.,0.7685,0.1389,0.0,0.0833,0.0,0.009300000000000001,0.0
"Notify consignees, passengers, or customers of freight or baggage arrival and arrange for delivery.",0.8916,0.0241,0.0,0.0843,0.0,0.0,0.0
Notify instructors of errors or problems with assignments.,0.7917000000000001,0.0833,0.0,0.125,0.0,0.0,0.0
Notify supervisors or other appropriate personnel when security breaches occur.,0.7556,0.0667,0.0,0.15560000000000002,0.0,0.0222,0.0
Observe and evaluate students' work to determine progress and make suggestions for improvement.,0.7049,0.0521,0.0313,0.0104,0.0104,0.191,0.0
"Observe and evaluate students' work to determine progress, provide feedback, and make suggestions for improvement.",0.7482,0.0689,0.0316,0.0141,0.0232,0.1139,0.0
"Observe and influence patients' behavior, communicating and interacting with them and teaching, counseling, or befriending them.",0.1778,0.1833,0.005600000000000001,0.6278,0.005600000000000001,0.0,0.0
Observe and monitor staff performance to ensure efficient operations and adherence to facility's policies and procedures.,0.8098000000000001,0.1366,0.0,0.043899999999999995,0.0098,0.0,0.0
"Observe and report on social, economic, and political trends that might affect employers.",0.9007,0.0404,0.0037,0.051500000000000004,0.0037,0.0,0.0
"Observe or examine patients to detect symptoms that may require medical attention, such as bruises, open wounds, or blood in urine.",0.8837,0.0,0.0,0.04650000000000001,0.0,0.0698,0.0
Observe participants and inform them of corrective measures necessary for skill improvement.,0.4,0.4,0.1,0.0,0.1,0.0,0.0
"Observe the current system in operation, and gather and analyze information about each of the component problems, using a variety of sources.",0.7254,0.2163,0.013500000000000002,0.011699999999999999,0.0276,0.0055000000000000005,0.0
"Obtain and analyze information on suspects, crimes, or disturbances to solve cases, to identify criminal activity, or to gather information for court cases.",0.8571,0.09519999999999999,0.0,0.0,0.047599999999999996,0.0,0.0
"Obtain and evaluate information on factors such as reporting formats required, costs, or security needs to determine hardware configuration.",1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Obtain and process information required for the provision of services, such as opening accounts, savings plans, and purchasing bonds.",0.3333,0.3871,0.0,0.2796,0.0,0.0,0.0
"Obtain and record accurate patient history, including prior test results or information from physical examinations.",0.6957,0.2609,0.0,0.0217,0.0217,0.0,0.0
"Obtain and record patient information, including patient identification, medical history, and examination results.",0.725,0.2,0.0,0.05,0.0,0.025,0.0
"Obtain and study information about clients' products, needs, problems, advertising history, and business practices to offer effective sales presentations and appropriate product assistance.",0.9267,0.0395,0.0028000000000000004,0.0212,0.009899999999999999,0.0,0.0
"Obtain customers' names, addresses, and billing information, product numbers, and specifications of items to be purchased, and enter this information on order forms.",0.7308,0.15380000000000002,0.0,0.11539999999999999,0.0,0.0,0.0
"Obtain information needed to complete legal documents, such as death certificates or burial permits.",0.7373000000000001,0.1186,0.0085,0.0932,0.0169,0.0254,0.0
"Obtain, organize, or develop training procedure manuals, guides, or course materials, such as handouts or visual materials.",0.9265000000000001,0.0232,0.0019,0.0,0.0464,0.0019,0.0
Offer counsel and comfort to bereaved families or friends.,0.3235,0.10289999999999999,0.0294,0.4853,0.0294,0.0294,0.0
Offer specific training programs to help workers maintain or improve job skills.,0.6818000000000001,0.0909,0.0909,0.1364,0.0,0.0,0.0
"Open, read, route, and distribute incoming mail or other materials and answer routine letters.",0.9031999999999999,0.0215,0.0108,0.0645,0.0,0.0,0.0
"Open, sort, and distribute incoming correspondence, including faxes and email.",0.973,0.0,0.0,0.027000000000000003,0.0,0.0,0.0
Operate and calibrate computer systems and devices to comply with test requirements and to perform data acquisition and analysis.,0.8715999999999999,0.08259999999999999,0.0,0.045899999999999996,0.0,0.0,0.0
"Operate and manage land-information computer systems, performing tasks such as storing data, making inquiries, and producing plots and reports.",0.8,0.1714,0.0,0.0,0.0286,0.0,0.0
Operate computer-assisted engineering or design software or equipment to perform engineering tasks.,0.8148000000000001,0.142,0.0062,0.0123,0.024700000000000003,0.0,0.0
"Operate scanners or related computer equipment to digitize negatives, photographic prints, or other images.",0.986,0.004699999999999999,0.0,0.004699999999999999,0.004699999999999999,0.0,0.0
"Operate telephone switchboard to answer, screen, or forward calls, providing information, taking messages, or scheduling appointments.",0.7391,0.1159,0.0,0.1449,0.0,0.0,0.0
"Operate various types of equipment, such as computer scanning equipment, addressographs, mimeographs, optical character readers, and bar-code sorters.",1.0,0.0,0.0,0.0,0.0,0.0,0.0
Optimize Web site exposure by analyzing search engine patterns to direct online placement of keywords or other content.,0.9634999999999999,0.0166,0.0,0.0033,0.01,0.0066,0.0
"Optimize digital assets, such as text, graphics, or multimedia assets, for search engine optimization (SEO) or for display and usability on internet-connected devices.",0.7805,0.09759999999999999,0.0,0.0,0.122,0.0,0.0
